,EPPO_CODE,synonym,ds_language,NCBI_TAXID,preferred_name,EFSA_PHT
821,PBRSV0,vírus dos anéis negros da batateira,pt,,Potato black ringspot virus,PotatoBlackRingspotVirus-PHT
822,PVT000,vírus T da batateira,pt,,Potato virus T,PotatoVirusT-PHT
823,PVT000,Теповирус Т картофеля,ru,,Potato virus T,PotatoVirusT-PHT
824,PVA000,common mosaic of potato,en,,Potato virus A,PotatoVirusA-PHT
825,PVA000,mild mosaic of potato,en,,Potato virus A,PotatoVirusA-PHT
826,PVA000,veinal mosaic of potato,en,,Potato virus A,PotatoVirusA-PHT
827,PLRV00,potato leafroll virus,en,,Potato leafroll virus,PotatoLeafrollVirus-PHT
828,PLRV00,potato phloem necrosis virus,en,,Potato leafroll virus,PotatoLeafrollVirus-PHT
829,PLRV00,vírus do enrolamento da batateira,pt,,Potato leafroll virus,PotatoLeafrollVirus-PHT
830,SDV000,dwarf disease of satsuma,en,,Satsuma dwarf virus,CitrusYellowMosaicVirus-PHT
831,SDV000,dwarf disease of satsuma,en,,Satsuma dwarf virus,SatsumaDwarfVirus-PHT
832,SDV000,vírus do mosaico dos citrinos,pt,,Satsuma dwarf virus,SatsumaDwarfVirus-PHT
833,SDV000,toramikan,ja,,Satsuma dwarf virus,CitrusYellowMosaicVirus-PHT
834,SDV000,toramikan,ja,,Satsuma dwarf virus,SatsumaDwarfVirus-PHT
835,TRSV00,bud blight of soybean,en,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
836,TRSV00,necrosis of anemone,en,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
837,TRSV00,necrotic ring spot of blueberry,en,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
838,TRSV00,pemberton disease of blueberry,en,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
839,TRSV00,ring spot of soybean,en,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
840,TRSV00,ring spot of tobacco,en,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
841,TRSV00,virus des taches en anneaux du tabac,fr,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
842,TRSV00,virus de la mancha anular del tabaco,es,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
843,TRSV00,maculatura anulare del tabaco,it,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
844,TRSV00,tabak-ringspotziekte,nl,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
845,TRSV00,vírus dos anéis do tabaco,pt,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
846,TRSV00,вирус кольцевой пятнистости табака,ru,,Tobacco ringspot virus,TobaccoRingspotVirus-PHT
847,TORSV0,chlorosis mosaic of raspberry,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
848,TORSV0,chlorosis of pelargonium,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
849,TORSV0,crumbly fruit of raspberry,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
850,TORSV0,decline of raspberry,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
851,TORSV0,eola rasp leaf of cherry,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
852,TORSV0,ringspot of tomato,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
853,TORSV0,stem pitting of prunus,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
854,TORSV0,stub head of gladiolus,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
855,TORSV0,stunt of gladiolus,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
856,TORSV0,union necrosis of apple,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
857,TORSV0,yellow blotch curl of raspberry,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
858,TORSV0,yellow bud mosaic of peach,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
859,TORSV0,yellow vein of grapevine,en,,Tomato ringspot virus,TomatoRingspotVirus-PHT
860,TORSV0,vírus dos anéis do tomateiro,pt,,Tomato ringspot virus,TomatoRingspotVirus-PHT
861,TORSV0,Неповирус кольцевой пятнистости томата,ru,,Tomato ringspot virus,TomatoRingspotVirus-PHT
862,BLMOV0,vírus do marmoreado folear do mirtilo,pt,,Blueberry leaf mottle virus,BlueberryLeafMottleVirus-PHT
863,CRLV00,American rasp leaf of cherry,en,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
864,CRLV00,rasp leaf of cherry,en,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
865,CRLV00,Rauhblättrigkeit der Kirsche,de,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
866,CRLV00,feuilles râpeuses du cerisier,fr,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
867,CRLV00,hoja áspera del cerezo,es,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
868,CRLV00,vírus da folha áspera da cerejeira,pt,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
869,CRLV00,Черавирус рашпилевидности листьев черешни,ru,,Cherry rasp leaf virus,CherryRaspLeafVirus-PHT
870,PCMV00,American mosaic of peach,en,,Peach mosaic virus,PeachMosaicVirus-PHT
871,PCMV00,blotch of peach,en,,Peach mosaic virus,PeachMosaicVirus-PHT
872,PCMV00,calico of peach,en,,Peach mosaic virus,PeachMosaicVirus-PHT
873,PCMV00,mosaic of peach,en,,Peach mosaic virus,PeachMosaicVirus-PHT
874,PCMV00,mosaïque américaine du pêcher,fr,,Peach mosaic virus,PeachMosaicVirus-PHT
875,PCMV00,vírus do mosaico do pessegueiro,pt,,Peach mosaic virus,PeachMosaicVirus-PHT
876,PRMV00,rosette mosaic of peach,en,,Peach rosette mosaic virus,PeachRosetteMosaicVirus-PHT
877,PRMV00,vírus da roseta do pessegueiro,pt,,Peach rosette mosaic virus,PeachRosetteMosaicVirus-PHT
878,PRMV00,Неповирус розеточной мозаики персика,ru,,Peach rosette mosaic virus,PeachRosetteMosaicVirus-PHT
879,APLPV0,American line pattern of plum,en,,American plum line pattern virus,AmericanPlumLinePatternVirus-PHT
880,APLPV0,banded chlorosis of oriental flowering cherry,en,,American plum line pattern virus,AmericanPlumLinePatternVirus-PHT
881,APLPV0,amerikanisches Pflaumenbandmosaikvirus,de,,American plum line pattern virus,AmericanPlumLinePatternVirus-PHT
882,APLPV0,vírus dos arabescos da ameixeira americana,pt,,American plum line pattern virus,AmericanPlumLinePatternVirus-PHT
883,RLCV00,American leaf curl of raspberry,en,,Raspberry leaf curl virus,RaspberryLeafCurlVirus-PHT
884,RLCV00,leaf curl of raspberry,en,,Raspberry leaf curl virus,RaspberryLeafCurlVirus-PHT
885,RLCV00,vírus do encaracolado da framboeseira,pt,,Raspberry leaf curl virus,RaspberryLeafCurlVirus-PHT
886,SYWB00,witches' broom of strawberry,en,,Strawberry witches' broom phytoplasma,CandidatusPhytoplasmaMali-PHT
887,CPMMV0,angular mosaic of beans,en,,Cowpea mild mottle virus,CowpeaMildMottleVirus-PHT
888,CPMMV0,mild mottle of cowpea,en,,Cowpea mild mottle virus,CowpeaMildMottleVirus-PHT
889,CPMMV0,pale chlorosis of tomato,en,,Cowpea mild mottle virus,CowpeaMildMottleVirus-PHT
890,CPMMV0,vírus do marmoreado suave do feijão-frade,pt,,Cowpea mild mottle virus,CowpeaMildMottleVirus-PHT
891,LIYV00,infectious yellows of lettuce,en,,Lettuce infectious yellows virus,LettuceInfectiousYellowsVirus-PHT
892,LIYV00,vírus dos amrelos infeciosos da alface,pt,,Lettuce infectious yellows virus,LettuceInfectiousYellowsVirus-PHT
893,SPMMV0,mild mottle of sweet potato,en,,Sweet potato mild mottle virus,SweetPotatoMildMottleVirus-PHT
894,TOCHV0,chocolate spot,en,,Tomato chocolàte virus,TomatoChocolateVirus-PHT
895,TOCHV0,mancha de chocolate,es,,Tomato chocolàte virus,TomatoChocolateVirus-PHT
896,PHYPAF,witches' broom of lime,en,,'Candidatus Phytoplasma aurantifolia',CandidatusPhytoplasmaMali-PHT
897,CORBSE,bacterial ring rot of potato,en,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
898,CORBSE,ring rot of potato,en,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
899,CORBSE,vascular wilt of potato,en,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
900,CORBSE,bactériose annulaire de la pomme de terre,fr,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
901,CORBSE,flétrissement bactérien de la pomme de terre,fr,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
902,CORBSE,flétrissement bactérien de la pomme de terre,fr,,Clavibacter sepedonicus,RalstoniaSolanacearum-PHT
903,CORBSE,pourriture annulaire de la pomme de terre,fr,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
904,CORBSE,bacteriosis anular de la patata,es,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
905,CORBSE,podredumbre anular de la papa,es,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
906,CORBSE,podredumbre anular de la patata,es,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
907,CORBSE,marciume anulare della patata,it,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
908,CORBSE,ringrot,nl,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
909,CORBSE,podridão-anelar-bacteriana-da-batata,pt,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
910,CORBSE,ljus ringröta,sv,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
911,CORBSE,кольцевая гниль картофеля,ru,,Clavibacter sepedonicus,ClavibacterMichiganensisSepedonicus-PHT
912,RALSSL,pourriture brune de la pomme de terre,fr,,Ralstonia solanacearum,RalstoniaSolanacearum-PHT
913,RALSSL,Бурая гниль картофеля,ru,,Ralstonia solanacearum,RalstoniaSolanacearum-PHT
914,XYLEFA,Anaheim disease,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
915,XYLEFA,California vine disease,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
916,XYLEFA,citrus variegated chlorosis,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
917,XYLEFA,dwarf disease of alfalfa,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
918,XYLEFA,dwarf disease of lucerne,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
919,XYLEFA,leaf scorch of almond,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
920,XYLEFA,leaf scorch of maple,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
921,XYLEFA,olive quick decline syndrome,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
922,XYLEFA,peach phony disease,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
923,XYLEFA,Pierce's disease of grapevine,en,,Xylella fastidiosa,XylellaFastidiosa-PHT
924,XYLEFA,maladie de Pierce,fr,,Xylella fastidiosa,XylellaFastidiosa-PHT
925,XYLEFA,enanismo de la alfalfa,es,,Xylella fastidiosa,XylellaFastidiosa-PHT
926,XYLEFA,enfermedad de Pierce,es,,Xylella fastidiosa,XylellaFastidiosa-PHT
927,CERAFP,canker of sycamore,en,,Ceratocystis platani,CeratocystisPlatani-PHT
928,CERAFP,canker stain of plane,en,,Ceratocystis platani,CeratocystisPlatani-PHT
929,CERAFP,chancre coloré du platane,fr,,Ceratocystis platani,CeratocystisFimbriata-PHT
930,CERAFP,chancre coloré du platane,fr,,Ceratocystis platani,CeratocystisPlatani-PHT
931,CERAFP,tache chancreuse du platane,fr,,Ceratocystis platani,CeratocystisPlatani-PHT
932,CERAFP,chancro colorado del plátano,es,,Ceratocystis platani,CeratocystisPlatani-PHT
933,CERAFP,cancro colorato del platano,it,,Ceratocystis platani,CeratocystisPlatani-PHT
934,CERAFP,platanensterfte,nl,,Ceratocystis platani,CeratocystisPlatani-PHT
935,CERAFP,cancro-do-azulamento-do-plátano,pt,,Ceratocystis platani,CeratocystisPlatani-PHT
936,CERAFP,platanvissnesjuka,sv,,Ceratocystis platani,CeratocystisPlatani-PHT
937,GIBBCI,pitch canker of pine,en,,Fusarium circinatum,FusariumCircinatum-PHT
938,GIBBCI,chancre résineux du pin,fr,,Fusarium circinatum,FusariumCircinatum-PHT
939,GEOHMO,thousand cankers disease,en,,Geosmithia morbida,GeosmithiaMorbida-PHT
940,SYNCEN,black scab of potato,en,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
941,SYNCEN,black wart of potato,en,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
942,SYNCEN,wart disease of potato,en,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
943,SYNCEN,wart of potato,en,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
944,SYNCEN,galle verruqueuse de la pomme de terre,fr,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
945,SYNCEN,maladie verruqueuse de la pomme de terre,fr,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
946,SYNCEN,tumeur verruqueuse de la pomme de terre,fr,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
947,SYNCEN,sarna negra de la papa,es,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
948,SYNCEN,sarna verrugosa de la patata,es,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
949,SYNCEN,Рак картофеля,ru,,Synchytrium endobioticum,SynchytriumEndobioticum-PHT
950,ALECSN,citrus mealywing,en,,Aleurocanthus spiniferus,Aleurocanthus-PHT
951,ALECSN,citrus mealywing,en,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
952,ALECSN,citrus spiny whitefly,en,,Aleurocanthus spiniferus,Aleurocanthus-PHT
953,ALECSN,citrus spiny whitefly,en,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
954,ALECSN,orange spiny whitefly,en,,Aleurocanthus spiniferus,Aleurocanthus-PHT
955,ALECSN,orange spiny whitefly,en,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
956,ALECSN,spiny blackfly,en,,Aleurocanthus spiniferus,Aleurocanthus-PHT
957,ALECSN,spiny blackfly,en,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
958,ALECSN,aleurode épineux du citronnier,fr,,Aleurocanthus spiniferus,Aleurocanthus-PHT
959,ALECSN,aleurode épineux du citronnier,fr,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
960,ALECSN,aleurode épineux du citronnier,fr,,Aleurocanthus spiniferus,BemisiaTabaci-PHT
961,ALECSN,djeroek-motschildluis,nl,,Aleurocanthus spiniferus,Aleurocanthus-PHT
962,ALECSN,djeroek-motschildluis,nl,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
963,ALECSN,mikan-toge-konazirami,ja,,Aleurocanthus spiniferus,Aleurocanthus-PHT
964,ALECSN,mikan-toge-konazirami,ja,,Aleurocanthus spiniferus,AleurocanthusSpiniferus-PHT
965,ANOLCN,black and white longhorn,en,,Anoplophora chinensis,AnoplophoraChinensis-PHT
966,ANOLCN,citrus longhorn,en,,Anoplophora chinensis,AnoplophoraChinensis-PHT
967,ANOLCN,citrus long-horned beetle,en,,Anoplophora chinensis,AnoplophoraChinensis-PHT
968,ANOLCN,white-spotted longicorn beetle,en,,Anoplophora chinensis,AnoplophoraChinensis-PHT
969,ANOLCN,Citrusbockkäfer,de,,Anoplophora chinensis,AnoplophoraChinensis-PHT
970,ANOLCN,capricorne asiatique des agrumes,fr,,Anoplophora chinensis,AnoplophoraChinensis-PHT
971,ANOLCN,capricorne asiatique des agrumes,fr,,Anoplophora chinensis,AnoplophoraGlabripennis-PHT
972,ANOLCN,tarlo asiatico,it,,Anoplophora chinensis,AnoplophoraChinensis-PHT
973,ANOLCN,Oost-Aziatische boktor,nl,,Anoplophora chinensis,AnoplophoraChinensis-PHT
974,ANOLCN,besouro-asiático,pt,,Anoplophora chinensis,AnoplophoraChinensis-PHT
975,ANOLCN,gomadara-kamikiri,ja,,Anoplophora chinensis,AnoplophoraChinensis-PHT
976,ANOLCN,hosi-kamikiri,ja,,Anoplophora chinensis,AnoplophoraChinensis-PHT
977,ANOLCN,ゴマダラカミキリ,ja,,Anoplophora chinensis,AnoplophoraChinensis-PHT
978,ANOLCN,ホシカミキリ,ja,,Anoplophora chinensis,AnoplophoraChinensis-PHT
979,ANOLCN,усач китайский,ru,,Anoplophora chinensis,AnoplophoraChinensis-PHT
980,AROMBU,cerambicide dal collo rosso,it,,Aromia bungii,AnthonomusEugeniiCano-PHT
981,AROMBU,cerambicide dal collo rosso,it,,Aromia bungii,AromiaBungii-PHT
982,PITOJU,walnut twig beetle,en,,Pityophthorus juglandis,PityophthorusJuglandis-PHT
983,POPIJA,Japanese beetle,en,,Popillia japonica,PopilliaJaponica-PHT
984,POPIJA,Japankäfer,de,,Popillia japonica,PopilliaJaponica-PHT
985,POPIJA,hanneton japonais,fr,,Popillia japonica,PopilliaJaponica-PHT
986,POPIJA,scarabée japonais,fr,,Popillia japonica,PopilliaJaponica-PHT
987,POPIJA,escarabajo japonés,es,,Popillia japonica,PopilliaJaponica-PHT
988,POPIJA,scarabeo giapponese,it,,Popillia japonica,PopilliaJaponica-PHT
989,POPIJA,japanbagge,sv,,Popillia japonica,PopilliaJaponica-PHT
990,POPIJA,mame-kogane,ja,,Popillia japonica,PopilliaJaponica-PHT
991,POPIJA,マメコガネ,ja,,Popillia japonica,PopilliaJaponica-PHT
992,POPIJA,Японский жук,ru,,Popillia japonica,PopilliaJaponica-PHT
993,POPIJA,japanbille,da,,Popillia japonica,PopilliaJaponica-PHT
994,POPIJA,japanbille,no,,Popillia japonica,PopilliaJaponica-PHT
995,TOXOCI,brown citrus aphid,en,,Aphis citricidus,ToxopteraCitricida-PHT
996,TOXOCI,oriental black citrus aphid,en,,Aphis citricidus,ToxopteraCitricida-PHT
997,TOXOCI,tropical citrus aphid,en,,Aphis citricidus,ToxopteraCitricida-PHT
998,TOXOCI,braune Citrusblattlaus,de,,Aphis citricidus,ToxopteraCitricida-PHT
999,TOXOCI,braune Zitrusblattlaus,de,,Aphis citricidus,ToxopteraCitricida-PHT
1000,TOXOCI,braune Zitruslaus,de,,Aphis citricidus,ToxopteraCitricida-PHT
1001,TOXOCI,puceron toxoptère citricide,fr,,Aphis citricidus,ToxopteraCitricida-PHT
1002,TOXOCI,puceron tropical de l'oranger,fr,,Aphis citricidus,ToxopteraCitricida-PHT
1003,TOXOCI,afido vector de la tristeza en cítricos,es,,Aphis citricidus,ToxopteraCitricida-PHT
1004,TOXOCI,piojo de los cítricos,es,,Aphis citricidus,ToxopteraCitricida-PHT
1005,TOXOCI,pulgón café de los cítricos,es,,Aphis citricidus,ToxopteraCitricida-PHT
1006,TOXOCI,pulgón citricida,es,,Aphis citricidus,ToxopteraCitricida-PHT
1007,TOXOCI,pulgón de la tristeza,es,,Aphis citricidus,ToxopteraCitricida-PHT
1008,TOXOCI,pulgón de los citrus,es,,Aphis citricidus,ToxopteraCitricida-PHT
1009,TOXOCI,pulgão-preto-da-laranjeira,pt,,Aphis citricidus,ToxopteraCitricida-PHT
1010,TOXOCI,mikan-kuro-aburamusi,ja,,Aphis citricidus,ToxopteraCitricida-PHT
1011,TRIZER,African citrus psyllid,en,,Trioza erytreae,TriozaErytreae-PHT
1012,TRIZER,ostafrikanischer Citrusblattfloh,de,,Trioza erytreae,TriozaErytreae-PHT
1013,TRIZER,ostafrikanischer Zitrusblattfloh,de,,Trioza erytreae,TriozaErytreae-PHT
1014,TRIZER,psylle des agrumes,fr,,Trioza erytreae,TriozaErytreae-PHT
1015,TRIZER,psila africana de los cítricos,es,,Trioza erytreae,TriozaErytreae-PHT
1016,BURSXY,pine wilt disease,en,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1017,BURSXY,pine wood nematode,en,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1018,BURSXY,pinewood nematode,en,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1019,BURSXY,Kiefernholznematode,de,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1020,BURSXY,dépérissement des pins,fr,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1021,BURSXY,nématode du bois de pin,fr,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1022,BURSXY,nématode du pin,fr,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1023,BURSXY,nematodo de la madera del pino,es,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1024,BURSXY,dennenhoutnematode,nl,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1025,BURSXY,nemátode da madeira do pinheiro,pt,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1026,BURSXY,tallvedsnematod,sv,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1027,BURSXY,сосновая древесная нематода,ru,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1028,BURSXY,сосновая стволовая нематода,ru,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1029,BURSXY,Сосновая стволовая нематода,ru,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1030,BURSXY,węgorek sosnowiec,pl,,Bursaphelenchus xylophilus,BursaphelenchusXylophilus-PHT
1031,HETDPA,pale potato cyst nematode,en,,Globodera pallida,GloboderaPallida-PHT
1032,HETDPA,white potato cyst nematode,en,,Globodera pallida,GloboderaPallida-PHT
1033,HETDPA,cremefarbenes Kartoffelzystenälchen,de,,Globodera pallida,GloboderaPallida-PHT
1034,HETDPA,weißer Kartoffelnematode,de,,Globodera pallida,GloboderaPallida-PHT
1035,HETDPA,nématode blanc de la pomme de terre,fr,,Globodera pallida,GloboderaPallida-PHT
1036,HETDPA,nematodo quiste blanco de la papa,es,,Globodera pallida,GloboderaPallida-PHT
1037,HETDPA,nemátode de quisto da batateira,pt,,Globodera pallida,GloboderaPallida-PHT
1038,HETDPA,Бледная картофельная нематода,ru,,Globodera pallida,GloboderaPallida-PHT
1039,HETDRO,golden nematode,en,,Globodera rostochiensis,GloboderaPallida-PHT
1040,HETDRO,golden nematode,en,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1041,HETDRO,golden potato nematode,en,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1042,HETDRO,potato cyst nematode,en,,Globodera rostochiensis,GloboderaPallida-PHT
1043,HETDRO,potato cyst nematode,en,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1044,HETDRO,yellow potato cyst nematode,en,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1045,HETDRO,goldfarbenes Kartoffelzystenälchen,de,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1046,HETDRO,Kartoffelälchen,de,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1047,HETDRO,Kartoffelnematode,de,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1048,HETDRO,anguillule à kyste de la pomme de terre,fr,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1049,HETDRO,anguillule des racines de la pomme de terre,fr,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1050,HETDRO,nématode doré de la pomme de terre,fr,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1051,HETDRO,nematodo dorado de la patata,es,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1052,HETDRO,anguillula della patata,it,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1053,HETDRO,aardappelcystenaaltje,nl,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1054,HETDRO,nemátode dourado da batateira,pt,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1055,HETDRO,nematóide-dourado-da-batata,pt,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1056,HETDRO,potatiscystnematod,sv,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1057,HETDRO,золотистая картофельная нематода,ru,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1058,HETDRO,Золотистая картофельная нематода,ru,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1059,HETDRO,kartoffelal,da,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1060,HETDRO,kartottelcystenematod,da,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1061,HETDRO,potetcystenematode,no,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1062,HETDRO,peruna-ankeroinen,fi,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1063,HETDRO,nematode sibsamini,fa,,Globodera rostochiensis,GloboderaRostochiensis-PHT
1064,MELGCH,Columbia root-knot nematode,en,,Meloidogyne chitwoodi,MeloidogyneChitwoodi-PHT
1065,MELGCH,nématode cécidogène du Columbia,fr,,Meloidogyne chitwoodi,MeloidogyneChitwoodi-PHT
1066,MELGCH,Колумбийская галловая нематода,ru,,Meloidogyne chitwoodi,MeloidogyneChitwoodi-PHT
1067,MELGFA,false Columbia root-knot nematode,en,,Meloidogyne fallax,MeloidogyneFallax-PHT
1068,MELGFA,bedrieglijk maiswortelknobbel nematode,nl,,Meloidogyne fallax,MeloidogyneFallax-PHT
1069,PHYP64,bacco 22A disease,en,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1070,PHYP64,flavescence dorée of grapevine,en,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1071,PHYP64,flavescence dorée de la vigne,fr,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1072,PHYP64,rougeau,fr,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1073,PHYP64,flavescencia dorada de la vid,es,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1074,PHYP64,flavescenza dorata de la vite,it,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1075,PHYP64,Фитоплазма золотистого пожелтения винограда,ru,,Grapevine flavescence dorée phytoplasma,GrapevineFlavescence-PHT
1076,CORBFL,Curtobacterium flaccumfaciens pv. flaccumfaciens,,,Curtobacterium flaccumfaciens pv. flaccumfaciens,CurtobacteriumFlaccumfaciensPvPoinsettiae-PHT
1077,ERWIST,Pantoea stewartii subsp. stewartii,,,Pantoea stewartii subsp. stewartii,PantoeaStewartii-PHT
1078,RALSPS,Ralstonia pseudosolanacearum,,,Ralstonia pseudosolanacearum,RalstoniaPseudosolanacearum-PHT
1079,RALSSC,Ralstonia syzygii subsp. celebesensis,,,Ralstonia syzygii subsp. celebesensis,RalstoniaSyzygii-PHT
1080,RALSSI,Ralstonia syzygii subsp. indonesiensis,,,Ralstonia syzygii subsp. indonesiensis,RalstoniaSyzygii-PHT
1081,XANTAU,Xanthomonas citri pv. aurantifolii,,,Xanthomonas citri pv. aurantifolii,XanthomonasCitriCitri-PHT
1082,XANTCI,Xanthomonas citri pv. citri,,,Xanthomonas citri pv. citri,XanthomonasCitriCitri-PHT
1083,CRSPAN,Anisogramma anomala,,,Anisogramma anomala,AnisogrammaAnomala-PHT
1084,DIBOMO,Apiosporina morbosa,,,Apiosporina morbosa,ApiosporinaMorbosa-PHT
1085,PHYOPI,Botryosphaeria kuwatsukai,,,Botryosphaeria kuwatsukai,BotryosphaeriaKuwatsukai-PHT
1086,CERAFA,Bretziella fagacearum,,,Bretziella fagacearum,CeratocystisFagacearum-PHT
1087,CHMYAR,Chrysomyxa arctostaphyli,,,Chrysomyxa arctostaphyli,ChrysomyxaArctostaphyli-PHT
1088,1CRONG,Cronartium,,,Cronartium,Cronartium-PHT
1089,ENDCPI,Cronartium pini,,,Cronartium pini,Cronartium-PHT
1090,CRONRI,Cronartium ribicola,,,Cronartium ribicola,Cronartium-PHT
