,EPPO_CODE,synonym,ds_language,NCBI_TAXID,preferred_name,EFSA_PHT
249,NUMOPI,Грушевая огневка,ru,,Acrobasis pirivorella,NumoniaPyrivorella-PHT
250,AGRLAX,bronze birch borer,en,,Agrilus anxius,AgrilusAnxiusGory-PHT
251,AGRLAX,agrile du bouleau,fr,,Agrilus anxius,AgrilusAnxiusGory-PHT
252,AGRLAX,perceur doré du bouleau,fr,,Agrilus anxius,AgrilusAnxiusGory-PHT
253,AGRLAX,Бронзовая березовая златка,ru,,Agrilus anxius,AgrilusAnxiusGory-PHT
254,AGRLPL,emerald ash borer,en,,Agrilus planipennis,AgrilusPlanipennis-PHT
255,AGRLPL,agrile du frêne,fr,,Agrilus planipennis,AgrilusPlanipennis-PHT
256,AGRLPL,ясеневая изумрудная златка,ru,,Agrilus planipennis,AgrilusPlanipennis-PHT
257,AGRLPL,ясеневая изумрудная узкотелая златка,ru,,Agrilus planipennis,AgrilusPlanipennis-PHT
258,AGRLPL,ясеневая узкотелая златка,ru,,Agrilus planipennis,AgrilusPlanipennis-PHT
259,ALECWO,blue grey fly,en,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
260,ALECWO,citrus blackfly,en,,Aleurocanthus woglumi,Aleurocanthus-PHT
261,ALECWO,citrus blackfly,en,,Aleurocanthus woglumi,AleurocanthusSpiniferus-PHT
262,ALECWO,citrus blackfly,en,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
263,ALECWO,citrus spring whitefly,en,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
264,ALECWO,schwarze Citrusmottenschildlaus,de,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
265,ALECWO,aleurode noir des agrumes,fr,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
266,ALECWO,aleurode noir des agrumes,fr,,Aleurocanthus woglumi,BemisiaTabaci-PHT
267,ALECWO,mosca prieta,es,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
268,ALECWO,mosca prieta de los cítricos,es,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
269,ALECWO,mosca negra de la naranja,it,,Aleurocanthus woglumi,AleurocanthusWoglumi-PHT
270,AMAZMA,burdock leaf miner,en,,Nemorimyza maculosa,NemorimyzaMaculosa-PHT
271,AMAZMA,chrysanthemum leaf miner,en,,Nemorimyza maculosa,NemorimyzaMaculosa-PHT
272,AMAZMA,amerikanischer Blattminierer,de,,Nemorimyza maculosa,NemorimyzaMaculosa-PHT
273,AMAZMA,Хризантемовый листовой минер,ru,,Nemorimyza maculosa,NemorimyzaMaculosa-PHT
274,ANMLOR,Asiatic beetle,en,,Exomala orientalis,BlitoperthaOrientalis-PHT
275,ANMLOR,oriental beetle,en,,Exomala orientalis,BlitoperthaOrientalis-PHT
276,ANMLOR,spotted chafer,en,,Exomala orientalis,BlitoperthaOrientalis-PHT
277,ANOLGL,Asian longhorn beetle,en,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
278,ANOLGL,Asian long-horned beetle,en,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
279,ANOLGL,basicosta white-spotted longicorn beetle,en,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
280,ANOLGL,starry sky beetle,en,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
281,ANOLGL,capricorne asiatique,fr,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
282,ANOLGL,longicorne asiatique,fr,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
283,ANOLGL,escarabajo asiático de antenas largas,es,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
284,ANOLGL,escarabajo asiático de cuernos largos,es,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
285,ANOLGL,tarlo asiatico del fusto,it,,Anoplophora glabripennis,AnoplophoraChinensis-PHT
286,ANOLGL,tarlo asiatico del fusto,it,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
287,ANOLGL,Aziatische boktor,nl,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
288,ANOLGL,loofhoutboktor,nl,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
289,ANOLGL,азиатский усач,ru,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
290,ANOLGL,Азиатский усач,ru,,Anoplophora glabripennis,AnoplophoraGlabripennis-PHT
291,ANTHBI,Japanese strawberry blossom weevil,en,,Anthonomus bisignifer,AnthonomusBisignifer-PHT
292,ANTHBI,Japanese strawberry weevil,en,,Anthonomus bisignifer,AnthonomusBisignifer-PHT
293,ANTHBI,itigo-hana-zomusi,ja,,Anthonomus bisignifer,AnthonomusBisignifer-PHT
294,ANTHBI,イチゴハナゾムシ,ja,,Anthonomus bisignifer,AnthonomusBisignifer-PHT
295,ANTHEU,pepper weevil,en,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
296,ANTHEU,Paprikarüssler,de,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
297,ANTHEU,Pfefferkäfer,de,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
298,ANTHEU,barrenillo del Chile,es,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
299,ANTHEU,picudo del Chile,es,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
300,ANTHEU,biber goz kurdu,tr,,Anthonomus eugenii,AnthonomusEugeniiCano-PHT
301,ANTHGR,boll weevil,en,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
302,ANTHGR,cotton boll weevil,en,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
303,ANTHGR,Mexican cotton boll weevil,en,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
304,ANTHGR,thurberia weevil,en,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
305,ANTHGR,mexikanischer Baumwollkapselkäfer,de,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
306,ANTHGR,anthonome du cotonnier,fr,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
307,ANTHGR,charançon américain de la capsule,fr,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
308,ANTHGR,charançon du cotonnier,fr,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
309,ANTHGR,grillo de la capsula del algodonero,es,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
310,ANTHGR,picudo del algodonero,es,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
311,ANTHGR,antonomo del cotone,it,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
312,ANTHGR,pamuk goz kurdu,tr,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
313,ANTHGR,susske ghusake panbeh,fa,,Anthonomus grandis grandis,AnthonomusGrandis-PHT
314,TACYQU,apple curculio,en,,Anthonomus quadrigibbus,TachypterellusQuadrigibbus-PHT
315,TACYQU,large apple curculio,en,,Anthonomus quadrigibbus,TachypterellusQuadrigibbus-PHT
316,TACYQU,western curculio,en,,Anthonomus quadrigibbus,TachypterellusQuadrigibbus-PHT
317,TACYQU,amerikanischer Apfelrüssler,de,,Anthonomus quadrigibbus,TachypterellusQuadrigibbus-PHT
318,TACYQU,charançon de la pomme,fr,,Anthonomus quadrigibbus,TachypterellusQuadrigibbus-PHT
319,ANTHSI,strawberry bud weevil,en,,Anthonomus signatus,AnthonomusSignatus-PHT
320,ANTHSI,strawberry clipper,en,,Anthonomus signatus,AnthonomusSignatus-PHT
321,ANTHSI,strawberry weevil,en,,Anthonomus signatus,AnthonomusBisignifer-PHT
322,ANTHSI,strawberry weevil,en,,Anthonomus signatus,AnthonomusSignatus-PHT
323,ANTHSI,anthonome de la fleur du fraisier,fr,,Anthonomus signatus,AnthonomusSignatus-PHT
324,ANTHSI,charançon du fraisier,fr,,Anthonomus signatus,AnthonomusSignatus-PHT
325,ANTHSI,cilek goz kurdu,tr,,Anthonomus signatus,AnthonomusSignatus-PHT
326,ARRHMI,oak timberworm,en,,Arrhenodes minutus,ArrhenodesMinutus-PHT
327,ARRHMI,charançon du chêne,fr,,Arrhenodes minutus,ArrhenodesMinutus-PHT
328,ASCXEP,juniper gall midge,en,,Aschistonyx eppoi,AschistonyxEppoi-PHT
329,ASCXEP,cécidomyie du genévrier,fr,,Aschistonyx eppoi,AschistonyxEppoi-PHT
330,PARZCO,potato psyllid,en,,Bactericera cockerelli,BactericeraCockerelli-PHT
331,PARZCO,tomato psyllid,en,,Bactericera cockerelli,BactericeraCockerelli-PHT
332,PARZCO,amerikanischer Kartoffelblattsauger,de,,Bactericera cockerelli,BactericeraCockerelli-PHT
333,PARZCO,Tomatenblattsauger,de,,Bactericera cockerelli,BactericeraCockerelli-PHT
334,PARZCO,pulgón saltador de la papa,es,,Bactericera cockerelli,BactericeraCockerelli-PHT
335,BEMITA,cassava whitefly,en,,Bemisia tabaci,BemisiaTabaci-PHT
336,BEMITA,cotton whitefly,en,,Bemisia tabaci,BemisiaTabaci-PHT
337,BEMITA,silver-leaf whitefly,en,,Bemisia tabaci,BemisiaTabaci-PHT
338,BEMITA,sweet-potato whitefly,en,,Bemisia tabaci,BemisiaTabaci-PHT
339,BEMITA,tobacco whitefly,en,,Bemisia tabaci,BemisiaTabaci-PHT
340,BEMITA,Baumwollmottenschildlaus,de,,Bemisia tabaci,BemisiaTabaci-PHT
341,BEMITA,Tabakmottenschildlaus,de,,Bemisia tabaci,BemisiaTabaci-PHT
342,BEMITA,weiße Fliege,de,,Bemisia tabaci,BemisiaTabaci-PHT
343,BEMITA,aleurode,fr,,Bemisia tabaci,BemisiaTabaci-PHT
344,BEMITA,aleurode de la patate douce,fr,,Bemisia tabaci,BemisiaTabaci-PHT
345,BEMITA,aleurode du cotonnier,fr,,Bemisia tabaci,BemisiaTabaci-PHT
346,BEMITA,aleurode du tabac,fr,,Bemisia tabaci,BemisiaTabaci-PHT
347,BEMITA,mosquita blanca del tabaco,es,,Bemisia tabaci,BemisiaTabaci-PHT
348,BEMITA,aleirode delle solanacee,it,,Bemisia tabaci,BemisiaTabaci-PHT
349,BEMITA,aleurode delle solanacee,it,,Bemisia tabaci,BemisiaTabaci-PHT
350,BEMITA,mosca-branca-da-batata-doce,pt,,Bemisia tabaci,BemisiaTabaci-PHT
351,BEMITA,mosca-branca-do-feijão,pt,,Bemisia tabaci,BemisiaTabaci-PHT
352,BEMITA,beyaz sinek,tr,,Bemisia tabaci,BemisiaTabaci-PHT
353,BEMITA,knimat ash hatabak,he,,Bemisia tabaci,BemisiaTabaci-PHT
354,CARSSA,peach fruit borer,en,,Carposina sasakii,CarposinaNiponensis-PHT
355,CARSSA,peach fruit borer,en,,Carposina sasakii,CarposinaSasakii-PHT
356,CARSSA,peach fruit moth,en,,Carposina sasakii,CarposinaNiponensis-PHT
357,CARSSA,peach fruit moth,en,,Carposina sasakii,CarposinaSasakii-PHT
358,CARSSA,carpocapse du pêcher,fr,,Carposina sasakii,CarposinaNiponensis-PHT
359,CARSSA,carpocapse du pêcher,fr,,Carposina sasakii,CarposinaSasakii-PHT
360,CARSSA,momo-hime-shinkui,ja,,Carposina sasakii,CarposinaSasakii-PHT
361,CARSSA,momo-shinkui-ga,ja,,Carposina sasakii,CarposinaSasakii-PHT
362,CARNFU,red-headed sharpshooter,en,,Xyphon fulgidum,XyphonFulgidum-PHT
363,DRAEMI,grass sharpshooter,en,,Draeculacephala minerva,DraeculacephalaMinerva-PHT
364,GRCPAT,blue-green sharpshooter,en,,Graphocephala atropunctata,GraphocephalaAtropunctata-PHT
365,HOMLTR,cicadelle pisseuse,fr,,Homalodisca vitripennis,HomalodiscaVitripennis-PHT
366,HOMLTR,chicharrita de alas cristalinas,es,,Homalodisca vitripennis,HomalodiscaVitripennis-PHT
367,HOMLTR,chicharrita del henequén,es,,Homalodisca vitripennis,HomalodiscaVitripennis-PHT
368,CONHNE,plum curculio,en,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
369,CONHNE,plum weevil,en,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
370,CONHNE,nordamerikanischer Pflaumenrüssler,de,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
371,CONHNE,charançon américain du prunier,fr,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
372,CONHNE,charançon de la prune,fr,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
373,CONHNE,Плодовый долгоносик,ru,,Conotrachelus nenuphar,ConotrachelusNenuphar-PHT
374,DENDSI,larch caterpillar,en,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
375,DENDSI,Siberian conifer silk moth,en,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
376,DENDSI,Siberian lasiocampid,en,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
377,DENDSI,Siberian moth,en,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
378,DENDSI,Siberian silk moth,en,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
379,DENDSI,sibirischer Arvenspinner,de,,Dendrolimus sibiricus,DendrolimuSibiricus-PHT
380,DIABLO,northern corn rootworm,en,,Diabrotica barberi,DiabroticaBarberi-PHT
381,DIABLO,chrysomèle des racines du maïs,fr,,Diabrotica barberi,DiabroticaBarberi-PHT
382,DIABLO,diabrotica de antenas cargas,es,,Diabrotica barberi,DiabroticaBarberi-PHT
383,DIABLO,gusano de la raíz del maíz,es,,Diabrotica barberi,DiabroticaBarberi-PHT
384,DIABLO,tortuguilla de la raíz del maíz,es,,Diabrotica barberi,DiabroticaBarberi-PHT
385,DIABLO,Северный кукурузный жук,ru,,Diabrotica barberi,DiabroticaBarberi-PHT
386,DIABUH,southern corn rootworm,en,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
387,DIABUH,spotted cucumber beetle,en,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
388,DIABUH,chrysomèle maculée du concombre,fr,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
389,DIABUH,diabrótica del cacahuate,es,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
390,DIABUH,doradilla del cacahuate,es,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
391,DIABUH,tartuguilla manchada,es,,Diabrotica undecimpunctata howardi,DiabroticaUndecimpunctataHowardi-PHT
392,DIABUN,corn budworm,en,,Diabrotica undecimpunctata undecimpunctata,DiabroticaUndecimpunctataUndecimpunctata-PHT
393,DIABUN,corn budworm,en,,Diabrotica undecimpunctata undecimpunctata,SpodopteraFrugiperda-PHT
394,DIABUN,western spotted cucumber beetle,en,,Diabrotica undecimpunctata undecimpunctata,DiabroticaUndecimpunctataUndecimpunctata-PHT
395,DIABUN,escarabajo tortuguilla del espárago,es,,Diabrotica undecimpunctata undecimpunctata,DiabroticaUndecimpunctataUndecimpunctata-PHT
396,DIABUN,tortuguilla del espárago,es,,Diabrotica undecimpunctata undecimpunctata,DiabroticaUndecimpunctataUndecimpunctata-PHT
397,DIABVZ,Mexican corn rootworm,en,,Diabrotica virgifera zeae,DiabroticaVirgiferaZeae-PHT
398,DIAACI,Asian citrus psyllid,en,,Diaphorina citri,DiaphorinaCitriKuway-PHT
399,DIAACI,citrus psylla,en,,Diaphorina citri,TriozaErytreae-PHT
400,TRIZER,citrus psylla,en,,Trioza erytreae,TriozaErytreae-PHT
401,DIAACI,citrus psyllid,en,,Diaphorina citri,TriozaErytreae-PHT
402,TRIZER,citrus psyllid,en,,Trioza erytreae,TriozaErytreae-PHT
403,DIAACI,südostasiatischer Citrusblattfloh,de,,Diaphorina citri,DiaphorinaCitriKuway-PHT
404,EOTELE,Lewis spider mite,en,,Eotetranychus lewisi,EotetranychusLewisi-PHT
405,EOTELE,araña roja del duraznero,es,,Eotetranychus lewisi,EotetranychusLewisi-PHT
406,EOTELE,ácaro-da-poinsetia,pt,,Eotetranychus lewisi,EotetranychusLewisi-PHT
407,EOTELE,ácaro-do-pessegueiro,pt,,Eotetranychus lewisi,EotetranychusLewisi-PHT
408,CYDIIN,Manchurian fruit moth,en,,Grapholita inopinata,GrapholitaInopinata-PHT
409,LASPPA,cherry fruit worm,en,,Grapholita packardi,GrapholitaPackardi-PHT
410,LASPPA,phalène des cerises,fr,,Grapholita packardi,GrapholitaPackardi-PHT
411,LASPPA,palomilla de las cerezas,es,,Grapholita packardi,GrapholitaPackardi-PHT
412,LASPPR,lesser apple worm,en,,Grapholita prunivora,GrapholitaPrunivora-PHT
413,LASPPR,plum moth,en,,Grapholita prunivora,GrapholitaPrunivora-PHT
414,LASPPR,petite pyrale de la pomme,fr,,Grapholita prunivora,GrapholitaPrunivora-PHT
415,HELIZE,American bollworm,en,,Helicoverpa zea,HelicoverpaZea-PHT
416,HELIZE,American cotton bollworm,en,,Helicoverpa zea,HelicoverpaZea-PHT
417,HELIZE,corn earworm,en,,Helicoverpa zea,HelicoverpaZea-PHT
418,HELIZE,cotton bollworm,en,,Helicoverpa zea,HelicoverpaZea-PHT
419,HELIZE,New World bollworm,en,,Helicoverpa zea,HelicoverpaZea-PHT
420,HELIZE,tomato fruitworm,en,,Helicoverpa zea,HelicoverpaZea-PHT
421,HELIZE,amerikanischer Baumwollkapselwurm,de,,Helicoverpa zea,HelicoverpaZea-PHT
422,HELIZE,chenille des épis du maïs,fr,,Helicoverpa zea,HelicoverpaZea-PHT
423,HELIZE,noctuelle des tomates,fr,,Helicoverpa zea,HelicoverpaZea-PHT
424,HELIZE,ver de la capsule,fr,,Helicoverpa zea,HelicoverpaZea-PHT
425,HELIZE,gusano bellotero del algodón,es,,Helicoverpa zea,HelicoverpaZea-PHT
426,HELIZE,gusano de la mazorca del maíz,es,,Helicoverpa zea,HelicoverpaZea-PHT
427,HELIZE,isoca del maíz,es,,Helicoverpa zea,HelicoverpaZea-PHT
428,HELIZE,noctua del tomate,es,,Helicoverpa zea,HelicoverpaZea-PHT
429,HELIZE,elotide del cotone,it,,Helicoverpa zea,HelicoverpaZea-PHT
430,HELIZE,elotide del granturco,it,,Helicoverpa zea,HelicoverpaZea-PHT
431,HELIZE,elotide del pomodoro,it,,Helicoverpa zea,HelicoverpaZea-PHT
432,HELIZE,elotide del tomato,it,,Helicoverpa zea,HelicoverpaZea-PHT
433,HELIZE,nottua del granturco,it,,Helicoverpa zea,HelicoverpaZea-PHT
434,HELIZE,nottua gialla del granturco,it,,Helicoverpa zea,HelicoverpaZea-PHT
435,HELIZE,lagarta-das-espigas,pt,,Helicoverpa zea,HelicoverpaZea-PHT
436,HELIZE,Американская кукурузная совка,ru,,Helicoverpa zea,HelicoverpaZea-PHT
437,HELIZE,amerikansk bomuldsugle,da,,Helicoverpa zea,HelicoverpaZea-PHT
438,HELIZE,yesil kurt,tr,,Helicoverpa zea,HelicoverpaZea-PHT
439,GNORLY,tomato pinworm,en,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
440,GNORLY,mineuse de la tomate,fr,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
441,GNORLY,cogollero del tomate,es,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
442,GNORLY,enrollador de la hoja del tomate,es,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
443,GNORLY,gusano aguja,es,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
444,GNORLY,minador del tomate,es,,Keiferia lycopersicella,KeiferiaLycopersicella-PHT
445,LOPLJA,Japanese long scale,en,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
446,LOPLJA,Japanese pear white scale,en,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
447,LOPLJA,kermès japonais,fr,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
448,LOPLJA,nasi-siro-nagakaigaramusi,ja,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
449,LOPLJA,ナシシロナガカイガラムシ,ja,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
450,LOPLJA,Японская палочковидная щитовка,ru,,Lopholeucaspis japonica,LopholeucaspisJaponica-PHT
451,LIRISA,cabbage leaf miner,en,,Liriomyza sativae,LiriomyzaSativae-PHT
452,LIRISA,leaf miner of vegetables,en,,Liriomyza sativae,LiriomyzaSativae-PHT
453,LIRISA,serpentine vegetable leaf miner,en,,Liriomyza sativae,LiriomyzaSativae-PHT
454,LIRISA,tomato leaf miner,en,,Liriomyza sativae,LiriomyzaSativae-PHT
455,LIRISA,vegetable leaf miner,en,,Liriomyza sativae,LiriomyzaSativae-PHT
456,LIRISA,minador de la higuerilla,es,,Liriomyza sativae,LiriomyzaSativae-PHT
457,HYROBO,Argentine stem weevil,en,,Listronotus bonariensis,ListronotusBonariensis-PHT
458,HYROBO,wheat stem weevil,en,,Listronotus bonariensis,ListronotusBonariensis-PHT
459,HYROBO,charançon argentin des tiges,fr,,Listronotus bonariensis,ListronotusBonariensis-PHT
460,MARGPR,ground pearls,en,,Margarodes prieskaensis,MargarodesPrieskaensis-PHT
461,MARGPR,ground pearls,en,,Margarodes prieskaensis,MargarodesVitis-PHT
462,MARGPR,ground pearls,en,,Margarodes prieskaensis,MargarodesVredendalensis-PHT
463,MARGVI,ground pearls,en,,Margarodes vitis,MargarodesPrieskaensis-PHT
464,MARGVI,ground pearls,en,,Margarodes vitis,MargarodesVitis-PHT
465,MARGVI,ground pearls,en,,Margarodes vitis,MargarodesVredendalensis-PHT
466,MARGVR,ground pearls,en,,Margarodes vredendalensis,MargarodesPrieskaensis-PHT
467,MARGVR,ground pearls,en,,Margarodes vredendalensis,MargarodesVitis-PHT
468,MARGVR,ground pearls,en,,Margarodes vredendalensis,MargarodesVredendalensis-PHT
469,MARGPR,margarodes,en,,Margarodes prieskaensis,MargarodesPrieskaensis-PHT
470,MARGPR,margarodes,en,,Margarodes prieskaensis,MargarodesVitis-PHT
471,MARGPR,margarodes,en,,Margarodes prieskaensis,MargarodesVredendalensis-PHT
472,MARGVI,margarodes,en,,Margarodes vitis,MargarodesPrieskaensis-PHT
473,MARGVI,margarodes,en,,Margarodes vitis,MargarodesVitis-PHT
474,MARGVI,margarodes,en,,Margarodes vitis,MargarodesVredendalensis-PHT
475,MARGVR,margarodes,en,,Margarodes vredendalensis,MargarodesPrieskaensis-PHT
476,MARGVR,margarodes,en,,Margarodes vredendalensis,MargarodesVitis-PHT
477,MARGVR,margarodes,en,,Margarodes vredendalensis,MargarodesVredendalensis-PHT
478,MARGPR,perles de terre,fr,,Margarodes prieskaensis,MargarodesPrieskaensis-PHT
479,MARGPR,perles de terre,fr,,Margarodes prieskaensis,MargarodesVitis-PHT
480,MARGPR,perles de terre,fr,,Margarodes prieskaensis,MargarodesVredendalensis-PHT
481,MARGVI,perles de terre,fr,,Margarodes vitis,MargarodesPrieskaensis-PHT
482,MARGVI,perles de terre,fr,,Margarodes vitis,MargarodesVitis-PHT
483,MARGVI,perles de terre,fr,,Margarodes vitis,MargarodesVredendalensis-PHT
484,MARGVR,perles de terre,fr,,Margarodes vredendalensis,MargarodesPrieskaensis-PHT
485,MARGVR,perles de terre,fr,,Margarodes vredendalensis,MargarodesVitis-PHT
486,MARGVR,perles de terre,fr,,Margarodes vredendalensis,MargarodesVredendalensis-PHT
487,MARGVI,cochenille des vignes,fr,,Margarodes vitis,MargarodesVitis-PHT
488,MARGVI,cochenille du Chili,fr,,Margarodes vitis,MargarodesVitis-PHT
489,MARGVI,margarodes de la vid,es,,Margarodes vitis,MargarodesPrieskaensis-PHT
490,MARGVI,margarodes de la vid,es,,Margarodes vitis,MargarodesVitis-PHT
491,MARGVI,margarodes de la vid,es,,Margarodes vitis,MargarodesVredendalensis-PHT
492,MARGVI,perla de terra,es,,Margarodes vitis,MargarodesVitis-PHT
493,MARGVI,Южноамериканский виноградный червец,ru,,Margarodes vitis,MargarodesVitis-PHT
494,MYNDCR,American palm cixiid,en,,Haplaxius crudus,HaplaxiusCrudus-PHT
495,MYNDCR,pallid cane leafhopper,en,,Haplaxius crudus,HaplaxiusCrudus-PHT
496,GRAGLE,white-fringed beetle,en,,Naupactus leucoloma,NaupactusLeucolomaBoheman-PHT
497,GRAGLE,white-fringed weevil,en,,Naupactus leucoloma,NaupactusLeucolomaBoheman-PHT
498,GRAGLE,gorgojo de la alfalfa,es,,Naupactus leucoloma,NaupactusLeucolomaBoheman-PHT
499,GRAGLE,gorgulho argentino,es,,Naupactus leucoloma,NaupactusLeucolomaBoheman-PHT
500,NEOLEL,cocona fruit borer,en,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
501,NEOLEL,eggplant moth,en,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
502,NEOLEL,small tomato borer,en,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
503,NEOLEL,tomato fruit borer,en,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
504,NEOLEL,petit foreur de la tomate,fr,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
505,NEOLEL,barrenador del tomate,es,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
506,NEOLEL,gusano del tomate de arbol,es,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
507,NEOLEL,pasador del fruto del tomate,es,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
508,NEOLEL,pasador del fruto de lulo,es,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
509,NEOLEL,perforador del fruto del tomate,es,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
510,NEOLEL,perforador del fruto de solanacaceas,es,,Neoleucinodes elegantalis,NeoleucinodesElegantalis-PHT
511,OEMOHI,lemon tree borer,en,,Oemona hirta,OemonaHirta-PHT
512,OLIGPD,byakushin-hadani,ja,,Oligonychus perditus,OligonychusPerditus-PHT
513,PISOFA,Douglas-fir weevil,en,,Pissodes fasciatus,PissodesFasciatus-PHT
514,PISONE,deodar weevil,en,,Pissodes nemorensis,PissodesNemorensis-PHT
515,PISONE,northern pine weevil,en,,Pissodes nemorensis,PissodesNemorensis-PHT
516,PISONI,yellow-spotted pine weevil,en,,Pissodes nitidus,PissodesNitidus-PHT
517,PISONI,charançon brillant,fr,,Pissodes nitidus,PissodesNitidus-PHT
518,PISONI,matu-kibosi-zomusi,ja,,Pissodes nitidus,PissodesNitidus-PHT
519,PISOST,sitka-spruce weevil,en,,Pissodes strobi,PissodesStrobi-PHT
520,PISOST,white-pine weevil,en,,Pissodes strobi,PissodesStrobi-PHT
521,PISOST,Sitkafichtenrüssler,de,,Pissodes strobi,PissodesStrobi-PHT
522,PISOST,starkrüsseliger Kiefernrüssler,de,,Pissodes strobi,PissodesStrobi-PHT
523,PISOST,Weymouthskiefernrüsselkäfer,de,,Pissodes strobi,PissodesStrobi-PHT
524,PISOST,charançon de l'épinette de Sitka,fr,,Pissodes strobi,PissodesStrobi-PHT
525,PISOST,charançon du pin blanc,fr,,Pissodes strobi,PissodesStrobi-PHT
526,PISOST,charançon du pin Weymouth,fr,,Pissodes strobi,PissodesStrobi-PHT
527,PISOST,gorgojo del pino de Weymouth,es,,Pissodes strobi,DendroctonusFrontalis-PHT
528,PISOST,gorgojo del pino de Weymouth,es,,Pissodes strobi,PissodesStrobi-PHT
529,PISOST,pissode del pino Weymouth,it,,Pissodes strobi,PissodesStrobi-PHT
530,PISOYU,Yunnan pine weevil,en,,Pissodes yunnanensis,PissodesYunnanensis-PHT
531,POLGPR,four-eyed fir bark beetle,en,,Polygraphus proximus,PolygraphusProximus-PHT
532,POLGPR,Sachalintannenborkenkäfer,de,,Polygraphus proximus,PolygraphusProximus-PHT
533,POLGPR,Sachalintannenborkenkäfer,de,,Polygraphus proximus,ScolytusMorawitzi-PHT
