,EPPO_CODE,EFSA_PHT,NCBI_TAXID,preferred_name,synonym,re,ds_language,match_language
447,CARSSA,CarposinaSasakii-PHT,ncbi:252295,Carposina sasakii,momo-shinkui-ga,momo\S*\s?shinkui\S*\s?ga,ja,
448,1CHONG,,ncbi:7140,Choristoneura,nan,,,
449,1CICDF,,ncbi:30102,Cicadellidae,nan,,,
450,CARNFU,XyphonFulgidum-PHT,,Xyphon fulgidum,red-headed sharpshooter,red-headed sharpshooter,en,
451,DRAEMI,DraeculacephalaMinerva-PHT,,Draeculacephala minerva,grass sharpshooter,grass sharpshooter,en,
452,DRAEMI,,,Draeculacephala minerva,green sharpshooter,,en,
453,GRCPAT,GraphocephalaAtropunctata-PHT,ncbi:36148,Graphocephala atropunctata,blue-green sharpshooter,blue\S*\s?green sharpshooter,en,
454,HOMLTR,,ncbi:197043,Homalodisca vitripennis,glassy-winged sharpshooter,,en,
455,HOMLTR,HomalodiscaVitripennis-PHT,ncbi:197043,Homalodisca vitripennis,cicadelle pisseuse,cicadelle pisseuse,fr,
456,HOMLTR,HomalodiscaVitripennis-PHT,ncbi:197043,Homalodisca vitripennis,chicharrita de alas cristalinas,chicharrita de alas cristalinas,es,
457,HOMLTR,HomalodiscaVitripennis-PHT,ncbi:197043,Homalodisca vitripennis,chicharrita del henequén,chicharrita del henequ\wn,es,
458,CONHNE,ConotrachelusNenuphar-PHT,ncbi:122892,Conotrachelus nenuphar,plum curculio,plum curculio\w*,en,
459,CONHNE,ConotrachelusNenuphar-PHT,ncbi:122892,Conotrachelus nenuphar,plum weevil,plum weevil\w*,en,
460,CONHNE,,ncbi:122892,Conotrachelus nenuphar,nordamerikanischer Pflaumenrüssler,,de,
461,CONHNE,ConotrachelusNenuphar-PHT,ncbi:122892,Conotrachelus nenuphar,charançon américain du prunier,charan\won\w* am\wricain\w* d\w* prunier\w*,fr,
462,CONHNE,ConotrachelusNenuphar-PHT,ncbi:122892,Conotrachelus nenuphar,charançon de la prune,charançon de la prune,fr,
463,CONHNE,,ncbi:122892,Conotrachelus nenuphar,amerikansk plommonvivel,,sv,
464,CONHNE,ConotrachelusNenuphar-PHT,ncbi:122892,Conotrachelus nenuphar,Плодовый долгоносик,Плодовый долгоносик,ru,
465,DENDSI,DendrolimuSibiricus-PHT,,Dendrolimus sibiricus,larch caterpillar,larch caterpillar\w*,en,
466,DENDSI,,,Dendrolimus sibiricus,Siberian conifer silk moth,,en,
467,DENDSI,,,Dendrolimus sibiricus,Siberian lasiocampid,,en,
468,DENDSI,,,Dendrolimus sibiricus,Siberian moth,,en,
469,DENDSI,,,Dendrolimus sibiricus,Siberian silk moth,,en,
470,DENDSI,,,Dendrolimus sibiricus,sibirischer Arvenspinner,,de,
471,DENDSI,,,Dendrolimus sibiricus,sibirisk barrträdsspinnare,,sv,
472,DENDSI,,,Dendrolimus sibiricus,Сибирский шелкопряд,,ru,
473,DIABLO,DiabroticaBarberi-PHT,ncbi:50386,Diabrotica barberi,northern corn rootworm,northern corn rootworm,en,
474,DIABLO,DiabroticaBarberi-PHT,ncbi:50386,Diabrotica barberi,chrysomèle des racines du maïs,chrysom\wle des racines du ma\ws,fr,
475,DIABLO,DiabroticaBarberi-PHT,ncbi:50386,Diabrotica barberi,diabrotica de antenas cargas,diabrotica de antenas cargas,es,
476,DIABLO,DiabroticaBarberi-PHT,ncbi:50386,Diabrotica barberi,gusano de la raíz del maíz,gusano de la ra\wz del ma\wz,es,
477,DIABLO,DiabroticaBarberi-PHT,ncbi:50386,Diabrotica barberi,tortuguilla de la raíz del maíz,tortuguilla de la ra\wz del ma\wz,es,
478,DIABLO,DiabroticaBarberi-PHT,ncbi:50386,Diabrotica barberi,Северный кукурузный жук,Северный кукурузный жук,ru,
479,DIABUH,DiabroticaUndecimpunctataHowardi-PHT,ncbi:50388,Diabrotica undecimpunctata howardi,southern corn rootworm,southern corn rootworm,en,
480,DIABUH,DiabroticaUndecimpunctataHowardi-PHT,ncbi:50388,Diabrotica undecimpunctata howardi,spotted cucumber beetle,spotted cucumber beetle,en,
481,DIABUH,,ncbi:50388,Diabrotica undecimpunctata howardi,twelve-spotted cucumber beetle,,en,
482,DIABUH,DiabroticaUndecimpunctataHowardi-PHT,ncbi:50388,Diabrotica undecimpunctata howardi,chrysomèle maculée du concombre,chrysom\wle macul\we du concombre,fr,
483,DIABUH,DiabroticaUndecimpunctataHowardi-PHT,ncbi:50388,Diabrotica undecimpunctata howardi,diabrótica del cacahuate,diabr\wtica del cacahuate,es,
484,DIABUH,DiabroticaUndecimpunctataHowardi-PHT,ncbi:50388,Diabrotica undecimpunctata howardi,doradilla del cacahuate,doradilla del cacahuate,es,
485,DIABUH,DiabroticaUndecimpunctataHowardi-PHT,ncbi:50388,Diabrotica undecimpunctata howardi,tartuguilla manchada,tartuguilla manchada,es,
486,DIABUH,,ncbi:50388,Diabrotica undecimpunctata howardi,Южный кукурузный жук,,ru,
487,DIABUN,SpodopteraFrugiperda-PHT,ncbi:133119,Diabrotica undecimpunctata undecimpunctata,corn budworm,corn budworm,en,
488,DIABUN,DiabroticaUndecimpunctataUndecimpunctata-PHT,ncbi:133119,Diabrotica undecimpunctata undecimpunctata,western spotted cucumber beetle,western spotted cucumber beetle,en,
489,DIABUN,DiabroticaUndecimpunctataUndecimpunctata-PHT,ncbi:133119,Diabrotica undecimpunctata undecimpunctata,escarabajo tortuguilla del espárago,escarabajo tortuguilla del esp\wrago,es,
490,DIABUN,DiabroticaUndecimpunctataUndecimpunctata-PHT,ncbi:133119,Diabrotica undecimpunctata undecimpunctata,tortuguilla del espárago,tortuguilla del esp\wrago,es,
491,DIABVZ,,ncbi:96243,Diabrotica virgifera zeae,Mexican corn rootworm,,en,
492,DIAACI,,ncbi:121845,Diaphorina citri,Asian citrus psyllid,,en,
493,DIAACI,TriozaErytreae-PHT,ncbi:121845,Diaphorina citri,citrus psylla,citrus psylla,en,
494,DIAACI,TriozaErytreae-PHT,ncbi:121845,Diaphorina citri,citrus psyllid,citrus psyllid,en,
495,DIAACI,,ncbi:121845,Diaphorina citri,südostasiatischer Citrusblattfloh,,de,
496,DIAACI,,ncbi:121845,Diaphorina citri,psylle de l'oranger,,fr,
497,DIAACI,,ncbi:121845,Diaphorina citri,psílido asiático de los cítricos,,es,
498,DIAACI,,ncbi:121845,Diaphorina citri,psilídeo-da-laranjeira,,pt,
499,EOTELE,,,Eotetranychus lewisi,Lewis spider mite,,en,
500,EOTELE,EotetranychusLewisi-PHT,,Eotetranychus lewisi,araña roja del duraznero,ara\wa roja del duraznero,es,
501,EOTELE,EotetranychusLewisi-PHT,,Eotetranychus lewisi,ácaro-da-poinsetia,\wcaro\S*\s?da\S*\s?poinsetia,pt,
502,EOTELE,EotetranychusLewisi-PHT,,Eotetranychus lewisi,ácaro-do-pessegueiro,\wcaro\S*\s?do\S*\s?pessegueiro,pt,
503,CYDIIN,,,Grapholita inopinata,Manchurian codling moth,,en,
504,CYDIIN,,,Grapholita inopinata,Manchurian fruit moth,,en,
505,CYDIIN,,,Grapholita inopinata,Manshuuringo-hime-shinkui,,ja,
506,CYDIIN,,,Grapholita inopinata,ringoko-shinkui,,ja,
507,CYDIIN,,,Grapholita inopinata,Маньчжурская плодожорка,,ru,
508,CYDIIN,,,Grapholita inopinata,Маньчжурская яблонная плодожорка,,ru,
509,CYDIIN,,,Grapholita inopinata,苹小食心虫,,zh,
510,LASPPA,GrapholitaPackardi-PHT,ncbi:293345,Grapholita packardi,cherry fruit worm,cherry fruit worm\w*,en,
511,LASPPA,GrapholitaPackardi-PHT,ncbi:293345,Grapholita packardi,phalène des cerises,phal\wne\w* d\w* ceris\w*,fr,
512,LASPPA,GrapholitaPackardi-PHT,ncbi:293345,Grapholita packardi,palomilla de las cerezas,palomilla de las cerezas,es,
513,LASPPR,GrapholitaPrunivora-PHT,ncbi:293341,Grapholita prunivora,lesser apple worm,lesser apple worm\w*,en,
514,LASPPR,GrapholitaPrunivora-PHT,ncbi:293341,Grapholita prunivora,plum moth,plum moth\w*,en,
515,LASPPR,GrapholitaPrunivora-PHT,ncbi:293341,Grapholita prunivora,petite pyrale de la pomme,petite pyrale\w* de la pomme,fr,
516,HELIZE,,ncbi:29058,Helicoverpa armigera,American bollworm,,en,
517,HELIZE,,ncbi:7113,Helicoverpa zea,American cotton bollworm,,en,
518,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,corn earworm,corn earworm,en,
519,HELIZE,HelicoverpaZea-PHT,ncbi:29058,Helicoverpa armigera,cotton bollworm,cotton bollworm,en,
520,HELIZE,,ncbi:7113,Helicoverpa zea,New World bollworm,,en,
521,HELIZE,,ncbi:7113,Helicoverpa zea,sorghum headworm,,en,
522,HELIZE,,ncbi:7113,Helicoverpa zea,soybean podworm,,en,
523,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,tomato fruitworm,tomato fruitworm,en,
524,HELIZE,,ncbi:7113,Helicoverpa zea,amerikanischer Baumwollkapselwurm,,de,
525,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,chenille des épis du maïs,chenille des \wpis du ma\ws,fr,
526,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,noctuelle des tomates,noctuelle des tomates,fr,
527,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,ver de la capsule,ver de la capsule,fr,
528,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,gusano bellotero del algodón,gusano bellotero del algod\wn,es,
529,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,gusano de la mazorca del maíz,gusano de la mazorca del ma\wz,es,
530,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,isoca del maíz,isoca del ma\wz,es,
531,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,noctua del tomate,noctua del tomate,es,
532,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,elotide del cotone,elotide del cotone,it,
533,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,elotide del granturco,elotide del granturco,it,
534,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,elotide del pomodoro,elotide del pomodoro,it,
535,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,elotide del tomato,elotide del tomato,it,
536,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,nottua del granturco,nottua del granturco,it,
537,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,nottua gialla del granturco,nottua gialla del granturco,it,
538,HELIZE,,ncbi:7113,Helicoverpa zea,mimosa-rups,,nl,
539,HELIZE,,ncbi:7113,Helicoverpa zea,lagarta-da-espiga-do-milho,,pt,
540,HELIZE,,ncbi:7113,Helicoverpa zea,lagarta-da-espiga-do-milho,,pt,
541,HELIZE,,ncbi:7113,Helicoverpa zea,lagarta-das-espicas,,pt,
542,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,lagarta-das-espigas,lagarta\S*\s?das\S*\s?espigas,pt,
543,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,Американская кукурузная совка,Американская кукурузная совка,ru,
544,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,amerikansk bomuldsugle,amerikansk bomuldsugle,da,
545,HELIZE,HelicoverpaZea-PHT,ncbi:7113,Helicoverpa zea,yesil kurt,yesil kurt,tr,
546,HISHPH,,,Hishimonus phycitis,nan,,,
547,GNORLY,KeiferiaLycopersicella-PHT,,Keiferia lycopersicella,tomato pinworm,tomato pinworm,en,
548,GNORLY,KeiferiaLycopersicella-PHT,,Keiferia lycopersicella,mineuse de la tomate,mineuse de la tomate,fr,
549,GNORLY,KeiferiaLycopersicella-PHT,,Keiferia lycopersicella,cogollero del tomate,cogollero del tomate,es,
550,GNORLY,KeiferiaLycopersicella-PHT,,Keiferia lycopersicella,enrollador de la hoja del tomate,enrollador de la hoja del tomate,es,
551,GNORLY,KeiferiaLycopersicella-PHT,,Keiferia lycopersicella,gusano aguja,gusano aguja,es,
552,GNORLY,,,Keiferia lycopersicella,gusano alfiler,,es,
553,GNORLY,KeiferiaLycopersicella-PHT,,Keiferia lycopersicella,minador del tomate,minador del tomate,es,
554,GNORLY,,,Keiferia lycopersicella,minador gigante,,es,
555,GNORLY,,,Keiferia lycopersicella,polilla del tomate,,es,
556,GNORLY,,,Keiferia lycopersicella,quemao,,es,
557,LOPLJA,,,Lopholeucaspis japonica,Japanese long scale,,en,
558,LOPLJA,,,Lopholeucaspis japonica,Japanese maple scale,,en,
559,LOPLJA,,,Lopholeucaspis japonica,Japanese pear white scale,,en,
560,LOPLJA,LopholeucaspisJaponica-PHT,,Lopholeucaspis japonica,kermès japonais,kerm\ws japonais,fr,
561,LOPLJA,LopholeucaspisJaponica-PHT,,Lopholeucaspis japonica,nasi-siro-nagakaigaramusi,nasi-siro-nagakaigaramusi,ja,
562,LOPLJA,LopholeucaspisJaponica-PHT,,Lopholeucaspis japonica,ナシシロナガカイガラムシ,ナシシロナガカイガラムシ,ja,
563,LOPLJA,LopholeucaspisJaponica-PHT,,Lopholeucaspis japonica,Японская палочковидная щитовка,Японская палочковидная щитовка,ru,
564,LIRISA,LiriomyzaSativae-PHT,ncbi:127406,Liriomyza sativae,cabbage leaf miner,cabbage leaf miner,en,
565,LIRISA,LiriomyzaSativae-PHT,ncbi:127406,Liriomyza sativae,leaf miner of vegetables,leaf miner of vegetables,en,
566,LIRISA,LiriomyzaSativae-PHT,ncbi:127406,Liriomyza sativae,serpentine vegetable leaf miner,serpentine vegetable leaf miner,en,
567,LIRISA,LiriomyzaSativae-PHT,ncbi:127404,Liriomyza bryoniae,tomato leaf miner,tomato leaf miner,en,
568,LIRISA,LiriomyzaSativae-PHT,ncbi:127406,Liriomyza sativae,vegetable leaf miner,vegetable leaf miner,en,
569,LIRISA,LiriomyzaSativae-PHT,ncbi:127406,Liriomyza sativae,minador de la higuerilla,minador de la higuerilla,es,
570,LIRISA,,ncbi:127406,Liriomyza sativae,Овощной листовой минер,,ru,
571,HYROBO,,ncbi:292309,Listronotus bonariensis,Argentine stem weevil,,en,
572,HYROBO,ListronotusBonariensis-PHT,ncbi:292309,Listronotus bonariensis,wheat stem weevil,wheat stem weevil,en,
573,HYROBO,ListronotusBonariensis-PHT,ncbi:292309,Listronotus bonariensis,charançon argentin des tiges,charan\won argentin des tiges,fr,
574,1MARGG,,,Margarodes,nan,,,
575,MARGPR,MargarodesVredendalensis-PHT,,Margarodes prieskaensis,ground pearls,ground pearls,en,
576,MARGPR,MargarodesVredendalensis-PHT,,Margarodes prieskaensis,margarodes,margarodes,en,
577,MARGPR,MargarodesVredendalensis-PHT,,Margarodes prieskaensis,perles de terre,perles de terre,fr,
578,MARGPR,,,Margarodes prieskaensis,gouepêrels,,af,
579,MARGPR,,,Margarodes prieskaensis,grondpêrels,,af,
580,MARGVI,MargarodesVredendalensis-PHT,,Margarodes vitis,ground pearls,ground pearls,en,
581,MARGVI,MargarodesVredendalensis-PHT,,Margarodes vitis,margarodes,margarodes,en,
582,MARGVI,MargarodesVitis-PHT,,Margarodes vitis,cochenille des vignes,cochenille des vignes,fr,
583,MARGVI,MargarodesVitis-PHT,,Margarodes vitis,cochenille du Chili,cochenille du Chili,fr,
584,MARGVI,MargarodesVredendalensis-PHT,,Margarodes vitis,perles de terre,perles de terre,fr,
585,MARGVI,MargarodesVredendalensis-PHT,,Margarodes vitis,margarodes de la vid,margarodes,es,
586,MARGVI,MargarodesVitis-PHT,,Margarodes vitis,perla de terra,perla de terra,es,
587,MARGVI,,,Margarodes vitis,perlita,,es,
588,MARGVI,,,Margarodes vitis,pérola-da-terra,,pt,
589,MARGVI,,,Margarodes vitis,pérola-da-terra,,pt,
590,MARGVI,MargarodesVitis-PHT,,Margarodes vitis,Южноамериканский виноградный червец,Южноамериканский виноградный червец,ru,
591,MARGVR,MargarodesVredendalensis-PHT,,Margarodes vredendalensis,ground pearls,ground pearls,en,
592,MARGVR,MargarodesVredendalensis-PHT,,Margarodes vredendalensis,margarodes,margarodes,en,
593,MARGVR,MargarodesVredendalensis-PHT,,Margarodes vredendalensis,perles de terre,perles de terre,fr,
594,MARGVR,,,Margarodes vredendalensis,gouepêrels,,af,
595,MARGVR,,,Margarodes vredendalensis,grondpêrels,,af,
596,1MONCG,,ncbi:192381,Monochamus,nan,,,
597,MYNDCR,,,Haplaxius crudus,American palm cixiid,,en,
598,MYNDCR,HaplaxiusCrudus-PHT,,Haplaxius crudus,pallid cane leafhopper,pallid cane leafhopper\w*,en,
599,GRAGLE,NaupactusLeucolomaBoheman-PHT,,Naupactus leucoloma,white-fringed beetle,white-fringed beetle,en,
600,GRAGLE,NaupactusLeucolomaBoheman-PHT,,Naupactus leucoloma,white-fringed weevil,white-fringed weevil,en,
601,GRAGLE,NaupactusLeucolomaBoheman-PHT,,Naupactus leucoloma,gorgojo de la alfalfa,gorgojo de la alfalfa,es,
602,GRAGLE,NaupactusLeucolomaBoheman-PHT,,Naupactus leucoloma,gorgulho argentino,gorgulho argentino,es,
603,GRAGLE,,,Naupactus leucoloma,mulitas,,es,
604,GRAGLE,,,Naupactus leucoloma,Белокаемчатый жук,,ru,
605,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,cocona fruit borer,cocona fruit borer,en,
606,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,eggplant moth,eggplant moth,en,
607,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,small tomato borer,small tomato borer,en,
608,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,tomato fruit borer,tomato fruit borer,en,
609,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,petit foreur de la tomate,petit foreur de la tomate,fr,
610,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,barrenador del tomate,barrenador del tomate,es,
611,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,gusano del tomate de arbol,gusano del tomate de arbol,es,
612,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,pasador del fruto del tomate,pasador del fruto del tomate,es,
613,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,pasador del fruto de lulo,pasador del fruto de lulo,es,
614,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,perforador del fruto del tomate,perforador del fruto del tomate,es,
615,NEOLEL,NeoleucinodesElegantalis-PHT,,Neoleucinodes elegantalis,perforador del fruto de solanacaceas,perforador del fruto de solanacaceas,es,
616,NEOLEL,,,Neoleucinodes elegantalis,broca-pequena-do-fruto,,pt,
617,NEOLEL,,,Neoleucinodes elegantalis,broca-pequena-do-fruto,,pt,
618,NEOLEL,,,Neoleucinodes elegantalis,broca-pequena-do-tomateiro,,pt,
619,NEOLEL,,,Neoleucinodes elegantalis,broca-pequena-do-tomateiro,,pt,
620,OEMOHI,OemonaHirta-PHT,,Oemona hirta,lemon tree borer,lemon tree\w* borer\w*,en,
621,OLIGPD,OligonychusPerditus-PHT,,Oligonychus perditus,byakushin-hadani,byakushin-hadani,ja,
622,PISOFA,,,Pissodes fasciatus,Douglas-fir weevil,,en,
623,PISONE,PissodesNemorensis-PHT,ncbi:54546,Pissodes nemorensis,deodar weevil,deodar weevil,en,
624,PISONE,PissodesNemorensis-PHT,ncbi:54546,Pissodes nemorensis,northern pine weevil,northern pine weevil,en,
625,PISONE,,ncbi:54546,Pissodes nemorensis,charançon du tronc des pins,,fr,
626,PISONI,PissodesNitidus-PHT,,Pissodes nitidus,yellow-spotted pine weevil,yellow\S*\s?spotted pine weevil\w*,en,
627,PISONI,PissodesNitidus-PHT,,Pissodes nitidus,charançon brillant,charan\won\w* brillant\w*,fr,
628,PISONI,PissodesNitidus-PHT,,Pissodes nitidus,matu-kibosi-zomusi,matu\S*\s?kibosi\S*\s?zomusi,ja,
629,PISONI,,,Pissodes nitidus,노랑무늬솔바구미,,ko,
630,PISONI,,,Pissodes nitidus,no-rang-mu-nui-sol-ba-gu-mi,,ko,
631,PISOPU,,,Pissodes punctatus,Armand pine bark weevil,,en,
632,PISOST,,ncbi:49927,Pissodes strobi,engelmann-spruce weevil,,en,
633,PISOST,PissodesStrobi-PHT,ncbi:49927,Pissodes strobi,sitka-spruce weevil,sitka\S*\s?spruce weevil\w*,en,
634,PISOST,PissodesStrobi-PHT,ncbi:49927,Pissodes strobi,white-pine weevil,white-\S*\s?pine weevil\w*,en,
635,PISOST,,ncbi:49927,Pissodes strobi,Sitkafichtenrüssler,,de,
636,PISOST,,ncbi:49927,Pissodes strobi,starkrüsseliger Kiefernrüssler,,de,
637,PISOST,,ncbi:49927,Pissodes strobi,Weymouthskiefernrüsselkäfer,,de,
638,PISOST,,ncbi:49927,Pissodes strobi,charançon de l'épinette de Sitka,,fr,
639,PISOST,,ncbi:49927,Pissodes strobi,charançon d'Engelmann,,fr,
640,PISOST,PissodesStrobi-PHT,ncbi:49927,Pissodes strobi,charançon du pin blanc,charan\won\w* du pin blanc,fr,
641,PISOST,,ncbi:49927,Pissodes strobi,charançon du pin Weymouth,,fr,
642,PISOST,DendroctonusFrontalis-PHT,ncbi:49927,Pissodes strobi,gorgojo del pino de Weymouth,gorgojo\w* del pino,es,
643,PISOST,,ncbi:49927,Pissodes strobi,pissode del pino Weymouth,,it,
644,PISOTE,,ncbi:54548,Pissodes terminalis,lodgepole-pine terminal weevil,,en,
645,PISOTE,,ncbi:54548,Pissodes terminalis,lodgepole terminal weevil,,en,
646,PISOYU,,,Pissodes yunnanensis,Yunnan pine weevil,,en,
647,POLGPR,PolygraphusProximus-PHT,,Polygraphus proximus,four-eyed fir bark beetle,four-eyed fir bark beetle,en,
648,POLGPR,,,Polygraphus proximus,Japanese silver-fir bark beetle,,en,
649,POLGPR,,,Polygraphus proximus,Sakhalin-fir bark beetle,,en,
650,POLGPR,,,Polygraphus proximus,Sachalintannenborkenkäfer,,de,
651,POLGPR,ScolytusMorawitzi-PHT,,Polygraphus proximus,polygraphe du sapin de Maries,polygraphe du sapin de Maries,fr,
652,POLGPR,,,Polygraphus proximus,polygraphe oblong,,fr,
653,POLGPR,,,Polygraphus proximus,todomatu-kikuimusi,,ja,
654,POLGPR,ScolytusMorawitzi-PHT,,Polygraphus proximus,トドマツキクイムｊシ,トドマツキクイムｊシ,ja,
655,POLGPR,,,Polygraphus proximus,モミノキクイムシ,,ja,
656,POLGPR,ScolytusMorawitzi-PHT,,Polygraphus proximus,yссурийскоий полиграф,yссурийскоий полиграф,ru,
657,POLGPR,ScolytusMorawitzi-PHT,,Polygraphus proximus,пихтовый полиграф,пихтовый полиграф,ru,
658,POLGPR,PolygraphusProximus-PHT,,Polygraphus proximus,Уссурийский полиграф,Уссурийский полиграф,ru,
659,1PREMG,,,Premnotrypes,nan,,,
660,PSDPMI,PseudopityophthorusPruinosus-PHT,,Pseudopityophthorus minutissimus,oak bark beetle,oak bark beetle,en,
661,PSDPPR,PseudopityophthorusPruinosus-PHT,,Pseudopityophthorus pruinosus,oak bark beetle,oak bark beetle,en,
662,RHIOHI,RhizoecusHibisci-PHT,,Ripersiella hibisci,root mealybug,root mealybug,en,
663,RHIOHI,RhizoecusHibisci-PHT,,Ripersiella hibisci,Гибискусовый корневой червец,Гибискусовый корневой червец,ru,
664,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,giant palm weevil,,en,
665,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,palm marrow weevil,palm marrow weevil,en,
666,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,palm marrow weevil,palm marrow weevil,en,
667,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,palm weevil,palm weevil,en,
668,RHYCPA,,ncbi:206442,Dynamis borassi,South American palm weevil,,en,
669,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,neotropischer Palmenrüssler,,de,
670,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,charançon du palmier,charan\won du palmier,fr,
671,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,casanga,,es,
672,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,gorgojo prieto de la palma,gorgojo prieto de la palma,es,
673,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,mayate prieto del cocotero,mayate prieto del cocotero,es,
674,RHYCPA,RhynchophorusPalmarum-PHT,ncbi:93128,Rhynchophorus palmarum,picudo negro de la palma,picudo negro de la palma,es,
675,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,broca-do-olho-do-coqueiro,,pt,
676,RHYCPA,,ncbi:93128,Rhynchophorus palmarum,broca-do-olho-do-coqueiro,,pt,
677,SAPECN,,,Saperda candida,round-headed apple-tree borer,,en,
678,SAPECN,,,Saperda candida,Saskatoon borer,,en,
679,SAPECN,,,Saperda candida,Rundköpfiger Apfelbaumbohrer,,de,
680,SAPECN,SaperdaCandida-PHT,,Saperda candida,saperde du pommier,saperde du pommier,fr,
681,SAPECN,SaperdaCandida-PHT,,Saperda candida,barrenador de tallos,barrenador de tallos,es,
682,SAPECN,SaperdaCandida-PHT,,Saperda candida,Яблоневый круглоголовый усач-скрипун,Яблоневый круглоголовый усач-скрипун,ru,
683,SCITAU,,,Scirtothrips aurantii,South African citrus thrips,,en,
684,SCITAU,,,Scirtothrips aurantii,Zitrusblasenfuß,,de,
685,SCITAU,ScirtothripsAurantii-PHT,,Scirtothrips aurantii,thrips sud-africain des agrumes,thrips sud-africain des agrumes,fr,
686,SCITCI,,,Scirtothrips citri,California citrus thrips,,en,
687,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,citrus thrips,citrus thrips,en,
688,SCITCI,,,Scirtothrips citri,Kakaothrips,,de,
689,SCITCI,,,Scirtothrips citri,Orangenblasenfuß,,de,
690,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,thrips californien des agrumes,thrips californien des agrumes,fr,
691,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,thrips des agrumes,thrips des agrumes,fr,
692,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,thrips du cacaoyer,thrips du cacaoyer,fr,
693,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,trips del cacao,trips del cacao,es,
694,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,trips de los cítricos,trips de los cítricos,es,
695,SCITCI,ScirtothripsCitri-PHT,,Scirtothrips citri,tripide del cacao,tripide del cacao,it,
696,SCITCI,,,Scirtothrips citri,Цитрусовый трипс,,ru,
697,SCITDO,,ncbi:163899,Scirtothrips dorsalis,Assam thrips,,en,
698,SCITDO,ScirtothripsDorsalis-PHT,ncbi:163899,Scirtothrips dorsalis,chilli thrips,chilli thrips,en,
699,SCITDO,ScirtothripsDorsalis-PHT,ncbi:163899,Scirtothrips dorsalis,flower thrips,flower thrips,en,
700,SCITDO,ScirtothripsDorsalis-PHT,ncbi:163899,Scirtothrips dorsalis,strawberry thrips,strawberry thrips,en,
701,SCITDO,ScirtothripsDorsalis-PHT,ncbi:163899,Scirtothrips dorsalis,yellow tea thrips,yellow tea thrips,en,
702,SCITDO,,ncbi:163899,Scirtothrips dorsalis,nordindischer Teeblasenfuß,,de,
