,EPPO_CODE,EFSA_PHT,NCBI_TAXID,preferred_name,synonym,re,ds_language,match_language
1012,PVY000,,ncbi:12216,Potato virus Y,Kartoffelvirus Y,,de,
1013,PVY000,,ncbi:12216,Potato virus Y,Paprikaadernnekrose,,de,
1014,PVYN00,,,Potato virus Y tobacco veinal necrosis strain,nan,,,
1015,PVYC00,,,Potato virus Y stipple streak strain,nan,,,
1016,PLRV00,PotatoLeafrollVirus-PHT,ncbi:12045,Potato leafroll virus,potato leafroll virus,potato leafroll virus,en,
1017,PLRV00,PotatoLeafrollVirus-PHT,ncbi:12045,Potato leafroll virus,potato phloem necrosis virus,potato phloem necrosis virus,en,
1018,PLRV00,,ncbi:12045,Potato leafroll virus,Blattrollvirus: Kartoffel,,de,
1019,PLRV00,PotatoLeafrollVirus-PHT,ncbi:12045,Potato leafroll virus,vírus do enrolamento da batateira,v\wrus do enrolamento da batateira,pt,
1020,SDV000,SatsumaDwarfVirus-PHT,ncbi:47416,Satsuma dwarf virus,dwarf disease of satsuma,dwarf disease of satsuma,en,
1021,SDV000,SatsumaDwarfVirus-PHT,ncbi:47416,Satsuma dwarf virus,vírus do mosaico dos citrinos,v\wrus do mosaico dos citrinos,pt,
1022,SDV000,SatsumaDwarfVirus-PHT,ncbi:47416,Satsuma dwarf virus,toramikan,toramikan,ja,
1023,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,bud blight of soybean,bud blight of soybean,en,
1024,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,necrosis of anemone,necrosis of anemone,en,
1025,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,necrotic ring spot of blueberry,necrotic ring spot of blueberry,en,
1026,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,pemberton disease of blueberry,pemberton disease of blueberry,en,
1027,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,ring spot of soybean,ring spot of soybean,en,
1028,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,ring spot of tobacco,ring spot of tobacco,en,
1029,TRSV00,,ncbi:12282,Tobacco ringspot virus,Ringfleckenvirus: Soja,,de,
1030,TRSV00,,ncbi:12282,Tobacco ringspot virus,Ringfleckenvirus: Tabak,,de,
1031,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,virus des taches en anneaux du tabac,virus des taches en anneaux du tabac,fr,
1032,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,virus de la mancha anular del tabaco,virus de la mancha anular del tabaco,es,
1033,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,maculatura anulare del tabaco,maculatura anulare del tabaco,it,
1034,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,tabak-ringspotziekte,tabak-ringspotziekte,nl,
1035,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,vírus dos anéis do tabaco,v\wrus dos an\wis do tabaco,pt,
1036,TRSV00,TobaccoRingspotVirus-PHT,ncbi:12282,Tobacco ringspot virus,вирус кольцевой пятнистости табака,вирус кольцевой пятнистости табака,ru,
1037,TRSV00,,ncbi:12282,Tobacco ringspot virus,Неповирус кольцевой пятнистости табака,,ru,
1038,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,chlorosis mosaic of raspberry,chlorosis mosaic of raspberry,en,
1039,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,chlorosis of pelargonium,chlorosis of pelargonium,en,
1040,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,crumbly fruit of raspberry,crumbly fruit of raspberry,en,
1041,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,decline of raspberry,decline of raspberry,en,
1042,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,eola rasp leaf of cherry,eola rasp leaf of cherry,en,
1043,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,ringspot of tomato,ringspot of tomato,en,
1044,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,stem pitting of prunus,stem pitting of prunus,en,
1045,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,stub head of gladiolus,stub head of gladiolus,en,
1046,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,stunt of gladiolus,stunt of gladiolus,en,
1047,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,union necrosis of apple,union necrosis of apple,en,
1048,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,yellow blotch curl of raspberry,yellow blotch curl of raspberry,en,
1049,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,yellow bud mosaic of peach,yellow bud mosaic of peach,en,
1050,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,yellow vein of grapevine,yellow vein of grapevine,en,
1051,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,vírus dos anéis do tomateiro,v\wrus dos an\wis do tomateiro,pt,
1052,TORSV0,TomatoRingspotVirus-PHT,ncbi:12280,Tomato ringspot virus,Неповирус кольцевой пятнистости томата,Неповирус кольцевой пятнистости томата,ru,
1053,BLMOV0,BlueberryLeafMottleVirus-PHT,ncbi:38172,Blueberry leaf mottle virus,vírus do marmoreado folear do mirtilo,v\wrus do marmoreado folear do mirtilo,pt,
1054,CRLV00,,ncbi:202566,Cherry rasp leaf virus,American rasp leaf of cherry,,en,
1055,CRLV00,,ncbi:202566,Cherry rasp leaf virus,flat apple,,en,
1056,CRLV00,CherryRaspLeafVirus-PHT,ncbi:202566,Cherry rasp leaf virus,rasp leaf of cherry,rasp leaf of cherry,en,
1057,CRLV00,,ncbi:202566,Cherry rasp leaf virus,Rauhblättrigkeit der Kirsche,,de,
1058,CRLV00,CherryRaspLeafVirus-PHT,ncbi:202566,Cherry rasp leaf virus,feuilles râpeuses du cerisier,feuilles r\wpeuses du cerisier,fr,
1059,CRLV00,CherryRaspLeafVirus-PHT,ncbi:202566,Cherry rasp leaf virus,hoja áspera del cerezo,hoja \wspera del cerezo,es,
1060,CRLV00,CherryRaspLeafVirus-PHT,ncbi:202566,Cherry rasp leaf virus,vírus da folha áspera da cerejeira,v\wrus da folha \wspera da cerejeira,pt,
1061,CRLV00,,ncbi:202566,Cherry rasp leaf virus,Черавирус рашпилевидности листьев черешни,,ru,
1062,PCMV00,,ncbi:183585,Peach mosaic virus,American mosaic of peach,,en,
1063,PCMV00,PeachMosaicVirus-PHT,ncbi:183585,Peach mosaic virus,blotch of peach,blotch of peach,en,
1064,PCMV00,PeachMosaicVirus-PHT,ncbi:183585,Peach mosaic virus,calico of peach,calico of peach,en,
1065,PCMV00,PeachMosaicVirus-PHT,ncbi:183585,Peach mosaic virus,mosaic of peach,mosaic of peach,en,
1066,PCMV00,PeachMosaicVirus-PHT,ncbi:183585,Peach mosaic virus,mosaïque américaine du pêcher,mosa\wque am\wricaine du p\wcher,fr,
1067,PCMV00,PeachMosaicVirus-PHT,ncbi:183585,Peach mosaic virus,vírus do mosaico do pessegueiro,v\wrus do mosaico do pessegueiro,pt,
1068,PRMV00,PeachRosetteMosaicVirus-PHT,ncbi:65068,Peach rosette mosaic virus,rosette mosaic of peach,rosette mosaic of peach,en,
1069,PRMV00,PeachRosetteMosaicVirus-PHT,ncbi:65068,Peach rosette mosaic virus,vírus da roseta do pessegueiro,v\wrus da roseta do pessegueiro,pt,
1070,PRMV00,,ncbi:65068,Peach rosette mosaic virus,Неповирус розеточной мозаики персика,,ru,
1071,APLPV0,,ncbi:134632,American plum line pattern virus,American line pattern of plum,,en,
1072,APLPV0,AmericanPlumLinePatternVirus-PHT,ncbi:134632,American plum line pattern virus,banded chlorosis of oriental flowering cherry,banded chlorosis of oriental flowering cherry,en,
1073,APLPV0,,ncbi:134632,American plum line pattern virus,amerikanisches Pflaumenbandmosaikvirus,,de,
1074,APLPV0,AmericanPlumLinePatternVirus-PHT,ncbi:134632,American plum line pattern virus,vírus dos arabescos da ameixeira americana,v\wrus dos arabescos da ameixeira americana,pt,
1075,RLCV00,,,Raspberry leaf curl virus,American leaf curl of raspberry,,en,
1076,RLCV00,RaspberryLeafCurlVirus-PHT,,Raspberry leaf curl virus,leaf curl of raspberry,leaf curl of raspberry,en,
1077,RLCV00,RaspberryLeafCurlVirus-PHT,,Raspberry leaf curl virus,vírus do encaracolado da framboeseira,v\wrus do encaracolado da framboeseira,pt,
1078,SYWB00,CandidatusPhytoplasmaMali-PHT,,Strawberry witches' broom phytoplasma,witches' broom of strawberry,witches' broom,en,
1079,SYWB00,,,Strawberry witches' broom phytoplasma,fitoplama da vassoura de bruxa do morangueiro,,pt,
1080,ABMV00,,ncbi:10815,Abutilon mosaic virus,nan,,,
1081,SPLCV0,,ncbi:100755,Sweet potato leaf curl virus,nan,,,
1082,TOLCND,,ncbi:223347,Tomato leaf curl New Delhi virus,nan,,,
1083,TYLCV0,,ncbi:10832,Tomato yellow leaf curl virus,Бегомовирус желтой курчавости листьев томата,,ru,
1084,TYLCSV,,ncbi:123735,Tomato yellow leaf curl Sardinia virus,nan,,,
1085,TYLCMA,,ncbi:219744,Tomato yellow leaf curl Malaga virus,nan,,,
1086,TYLCAX,,ncbi:232380,Tomato yellow leaf curl Axarquia virus,nan,,,
1087,CPMMV0,CowpeaMildMottleVirus-PHT,ncbi:67761,Cowpea mild mottle virus,angular mosaic of beans,angular mosaic of beans,en,
1088,CPMMV0,CowpeaMildMottleVirus-PHT,ncbi:67761,Cowpea mild mottle virus,mild mottle of cowpea,mild mottle of cowpea,en,
1089,CPMMV0,CowpeaMildMottleVirus-PHT,ncbi:67761,Cowpea mild mottle virus,pale chlorosis of tomato,pale chlorosis of tomato,en,
1090,CPMMV0,CowpeaMildMottleVirus-PHT,ncbi:67761,Cowpea mild mottle virus,vírus do marmoreado suave do feijão-frade,v\wrus do marmoreado suave do feij\wo\S*\s?frade,pt,
1091,LIYV00,LettuceInfectiousYellowsVirus-PHT,ncbi:31713,Lettuce infectious yellows virus,infectious yellows of lettuce,infectious yellows of lettuce,en,
1092,LIYV00,LettuceInfectiousYellowsVirus-PHT,ncbi:31713,Lettuce infectious yellows virus,vírus dos amrelos infeciosos da alface,v\wrus dos amrelos infeciosos da alface,pt,
1093,MYAV00,,ncbi:255255,Melon yellowing-associated virus,nan,,,
1094,SQVYVX,,,Squash vein yellowing virus,nan,,,
1095,SPCSV0,,ncbi:81931,Sweet potato chlorotic stunt virus,nan,,,
1096,SPMMV0,SweetPotatoMildMottleVirus-PHT,ncbi:41459,Sweet potato mild mottle virus,mild mottle of sweet potato,mild mottle of sweet potato,en,
1097,SPMMV0,,ncbi:41459,Sweet potato mild mottle virus,mosaic of sweet potato,,en,
1098,SPMMV0,,ncbi:41459,Sweet potato mild mottle virus,sweet potato mosaic,,en,
1099,SPMMV0,,ncbi:41459,Sweet potato mild mottle virus,mosaïque de la patate douce,,fr,
1100,SPMMV0,,ncbi:41459,Sweet potato mild mottle virus,mosaico del camote,,es,
1101,TOCHV0,TomatoChocolateVirus-PHT,,Tomato chocolàte virus,chocolate spot,chocolate spot,en,
1102,TOCHV0,TomatoChocolateVirus-PHT,,Tomato chocolàte virus,mancha de chocolate,mancha de chocolate,es,
1103,TOANV0,,,Tomato marchitez virus,nan,,,
1104,TOMMOV,,ncbi:178599,Tomato mild mottle virus,nan,,,
1105,PHYPAF,,,'Candidatus Phytoplasma aurantifolia',Oman witches' broom disease,,en,
1106,PHYPAF,,ncbi:180978,Candidatus Phytoplasma aurantifolia,WBDL,,en,
1107,PHYPAF,CandidatusPhytoplasmaMali-PHT,,'Candidatus Phytoplasma aurantifolia',witches' broom of lime,witches' broom,en,
1108,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,bacterial ring rot of potato,bacterial ring rot of potato,en,
1109,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,ring rot of potato,ring rot of potato,en,
1110,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,vascular wilt of potato,vascular wilt of potato,en,
1111,CORBSE,,,Clavibacter sepedonicus,bakterielle Ringfäule: Kartoffel,,de,
1112,CORBSE,,,Clavibacter sepedonicus,Bakterienringfäule: Kartoffel,,de,
1113,CORBSE,,,Clavibacter sepedonicus,Ringbakteriose: Kartoffel,,de,
1114,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,bactériose annulaire de la pomme de terre,bact\wriose annulaire de la pomme de terre,fr,
1115,CORBSE,RalstoniaSolanacearum-PHT,,Clavibacter sepedonicus,flétrissement bactérien de la pomme de terre,fl\wtrissement bact\wrien,fr,
1116,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,pourriture annulaire de la pomme de terre,pourriture annulaire de la pomme de terre,fr,
1117,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,bacteriosis anular de la patata,bacteriosis anular de la patata,es,
1118,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,podredumbre anular de la papa,podredumbre anular de la papa,es,
1119,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,podredumbre anular de la patata,podredumbre anular de la patata,es,
1120,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,marciume anulare della patata,marciume anulare della patata,it,
1121,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,ringrot,ringrot,nl,
1122,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,podridão-anelar-bacteriana-da-batata,podrid\wo-anelar-bacteriana-da-batata,pt,
1123,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,ljus ringröta,ljus ringr\wta,sv,
1124,CORBSE,ClavibacterMichiganensisSepedonicus-PHT,,Clavibacter sepedonicus,кольцевая гниль картофеля,кольцевая гниль картофеля,ru,
1125,RALSSL,,ncbi:305,Ralstonia solanacearum,brown rot of potato,,en,
1126,RALSSL,,ncbi:305,Ralstonia solanacearum,moko disease of banana,,en,
1127,RALSSL,,ncbi:305,Ralstonia solanacearum,Braunfäule der Kartoffel,,de,
1128,RALSSL,,ncbi:305,Ralstonia solanacearum,Schleimkrankheit der Kartoffel,,de,
1129,RALSSL,,ncbi:305,Ralstonia solanacearum,maladie de Moko du bananier,,fr,
1130,RALSSL,RalstoniaSolanacearum-PHT,ncbi:305,Ralstonia solanacearum,pourriture brune de la pomme de terre,pourriture brune,fr,
1131,RALSSL,,ncbi:305,Ralstonia solanacearum,enfermedad de Moko,,es,
1132,RALSSL,,ncbi:305,Ralstonia solanacearum,podredumbre parda de la patata,,es,
1133,RALSSL,RalstoniaSolanacearum-PHT,ncbi:305,Ralstonia solanacearum,Бурая гниль картофеля,Бурая гниль картофеля,ru,
1134,XYLEFA,,ncbi:2371,Xylella fastidiosa,Anaheim disease,,en,
1135,XYLEFA,,ncbi:2371,Xylella fastidiosa,California vine disease,,en,
1136,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,citrus variegated chlorosis,citrus variegated chlorosis,en,
1137,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,dwarf disease of alfalfa,dwarf disease of alfalfa,en,
1138,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,dwarf disease of lucerne,dwarf disease of lucerne,en,
1139,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,leaf scorch of almond,leaf scorch of almond,en,
1140,XYLEFA,,ncbi:2371,Xylella fastidiosa,leaf scorch of American sycamore,,en,
1141,XYLEFA,,ncbi:2371,Xylella fastidiosa,leaf scorch of coffee,,en,
1142,XYLEFA,,ncbi:2371,Xylella fastidiosa,leaf scorch of elm,,en,
1143,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,leaf scorch of maple,leaf scorch of maple,en,
1144,XYLEFA,,ncbi:2371,Xylella fastidiosa,leaf scorch of mulberry,,en,
1145,XYLEFA,,ncbi:2371,Xylella fastidiosa,leaf scorch of oleander,,en,
1146,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,olive quick decline syndrome,olive quick decline syndrome,en,
1147,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,peach phony disease,peach phony disease,en,
1148,XYLEFA,,ncbi:2371,Xylella fastidiosa,Pierce's disease of grapevine,,en,
1149,XYLEFA,,ncbi:2371,Xylella fastidiosa,plum leaf scald,,en,
1150,XYLEFA,,ncbi:2371,Xylella fastidiosa,maladie de Pierce,,fr,
1151,XYLEFA,XylellaFastidiosa-PHT,ncbi:2371,Xylella fastidiosa,enanismo de la alfalfa,enanismo de la alfalfa,es,
1152,XYLEFA,,ncbi:2371,Xylella fastidiosa,enfermedad de Pierce,,es,
1153,XYLEFA,,ncbi:2371,Xylella fastidiosa,бактериоз винограда,,ru,
1154,XYLEFA,,ncbi:2371,Xylella fastidiosa,болезнь Пирса,,ru,
1155,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,canker of sycamore,canker of sycamore,en,
1156,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,canker stain of plane,canker stain of plane\w*,en,
1157,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,chancre coloré du platane,chancre coloré du platane,fr,
1158,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,tache chancreuse du platane,tache chancreuse du platane,fr,
1159,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,chancro colorado del plátano,chancro colorado del plátano,es,
1160,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,cancro colorato del platano,cancro colorato del platano,it,
1161,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,platanensterfte,platanensterfte,nl,
1162,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,cancro-do-azulamento-do-plátano,cancro-do-azulamento-do-plátano,pt,
1163,CERAFP,CeratocystisPlatani-PHT,ncbi:88771,Ceratocystis platani,platanvissnesjuka,platanvissnesjuka,sv,
1164,GIBBCI,FusariumCircinatum-PHT,ncbi:48490,Fusarium circinatum,pitch canker of pine,pitch canker of pine\w*,en,
1165,GIBBCI,FusariumCircinatum-PHT,ncbi:48490,Fusarium circinatum,chancre résineux du pin,chancre\w* r\wsineux d\w* pin\w*,fr,
1166,GIBBCI,,ncbi:48490,Fusarium circinatum,chancre suintant du pin,,fr,
1167,GEOHMO,GeosmithiaMorbida-PHT,,Geosmithia morbida,thousand cankers disease,thousand\w* canker\w* disease,en,
1168,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,black scab of potato,black scab of potato,en,
1169,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,black wart of potato,black wart of potato,en,
1170,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,wart disease of potato,wart disease of potato,en,
1171,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,wart of potato,wart of potato,en,
1172,SYNCEN,,ncbi:286115,Synchytrium endobioticum,Krebs: Kartoffel,,de,
1173,SYNCEN,,ncbi:286115,Synchytrium endobioticum,galle noire de la pomme de terre,,fr,
1174,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,galle verruqueuse de la pomme de terre,galle verruqueuse,fr,
1175,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,maladie verruqueuse de la pomme de terre,maladie verruqueuse de la pomme de terre,fr,
1176,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,tumeur verruqueuse de la pomme de terre,tumeur verruqueuse de la pomme de terre,fr,
1177,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,sarna negra de la papa,sarna negra de la papa,es,
1178,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,sarna verrugosa de la patata,sarna verrugosa de la patata,es,
1179,SYNCEN,SynchytriumEndobioticum-PHT,ncbi:286115,Synchytrium endobioticum,Рак картофеля,Рак картофеля,ru,
1180,ALECSN,AleurocanthusSpiniferus-PHT,,Aleurocanthus spiniferus,citrus mealywing,citrus mealywing\w*,en,
1181,ALECSN,AleurocanthusSpiniferus-PHT,,Aleurocanthus spiniferus,citrus spiny whitefly,citrus spiny whitefl\w*,en,
1182,ALECSN,AleurocanthusSpiniferus-PHT,,Aleurocanthus spiniferus,orange spiny whitefly,orange spiny whitefl\w*,en,
1183,ALECSN,AleurocanthusSpiniferus-PHT,,Aleurocanthus spiniferus,spiny blackfly,spiny blackfl\w*,en,
1184,ALECSN,BemisiaTabaci-PHT,,Aleurocanthus spiniferus,aleurode épineux du citronnier,aleurode,fr,
1185,ALECSN,,,Aleurocanthus spiniferus,aleurodide spinoso,,it,
1186,ALECSN,,,Aleurocanthus spiniferus,aleurodide spinoso degli agrumi,,it,
1187,ALECSN,AleurocanthusSpiniferus-PHT,,Aleurocanthus spiniferus,djeroek-motschildluis,djeroek\S*\s?motschildluis,nl,
1188,ALECSN,AleurocanthusSpiniferus-PHT,,Aleurocanthus spiniferus,mikan-toge-konazirami,mikan\S*\s?toge\S*\s?konazirami,ja,
1189,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,black and white longhorn,black and white longhorn,en,
1190,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,citrus longhorn,citrus longhorn,en,
1191,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,citrus long-horned beetle,citrus long-horned beetle,en,
1192,ANOLCN,,ncbi:217632,Anoplophora chinensis,citrus root cerambycid,,en,
1193,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,white-spotted longicorn beetle,white-spotted longicorn beetle,en,
1194,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,Citrusbockkäfer,Citrusbockk\wfer,de,
1195,ANOLCN,,ncbi:217632,Anoplophora chinensis,capricorne à points blancs,,fr,
1196,ANOLCN,AnoplophoraGlabripennis-PHT,ncbi:217632,Anoplophora chinensis,capricorne asiatique des agrumes,capricorne\w* asiatique\w*,fr,
1197,ANOLCN,,ncbi:217632,Anoplophora chinensis,escarabajo de cuernos largos de los cítricos,,es,
1198,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,tarlo asiatico,tarlo asiatico,it,
1199,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,Oost-Aziatische boktor,Oost-Aziatische boktor,nl,
1200,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,besouro-asiático,besouro-asi\wtico,pt,
1201,ANOLCN,,ncbi:217632,Anoplophora chinensis,matt stjärnhimmelsbock,,sv,
1202,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,gomadara-kamikiri,gomadara-kamikiri,ja,
1203,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,hosi-kamikiri,hosi-kamikiri,ja,
1204,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,ゴマダラカミキリ,ゴマダラカミキリ,ja,
1205,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,ホシカミキリ,ホシカミキリ,ja,
1206,ANOLCN,,ncbi:217632,Anoplophora chinensis,Китайский усач,,ru,
1207,ANOLCN,AnoplophoraChinensis-PHT,ncbi:217632,Anoplophora chinensis,усач китайский,усач китайский,ru,
1208,AROMBU,,,Aromia bungii,peach borer,,en,
1209,AROMBU,,,Aromia bungii,peach longicorn beetle,,en,
1210,AROMBU,,,Aromia bungii,peach musk beetle,,en,
1211,AROMBU,,,Aromia bungii,peach red necked longhorn,,en,
1212,AROMBU,,,Aromia bungii,plum and peach longhorn,,en,
1213,AROMBU,,,Aromia bungii,red neck longhorned beetle,,en,
1214,AROMBU,,,Aromia bungii,Asiatischer Moschusbock,,de,
1215,AROMBU,,,Aromia bungii,cerambice cinese delle drupacee,,it,
1216,AROMBU,AromiaBungii-PHT,,Aromia bungii,cerambicide dal collo rosso,cerambicid\w dal collo rosso,it,
1217,AROMBU,,,Aromia bungii,rödhalsad myskbock,,sv,
1218,PITOJU,PityophthorusJuglandis-PHT,,Pityophthorus juglandis,walnut twig beetle,walnut twig beetle\w*,en,
1219,PITOJU,,,Pityophthorus juglandis,scolyte des pousses du noyer,,fr,
1220,POPIJA,,ncbi:7064,Popillia japonica,Japanese beetle,,en,
1221,POPIJA,,ncbi:7064,Popillia japonica,Japankäfer,,de,
1222,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,hanneton japonais,hanneton japonais,fr,
1223,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,scarabée japonais,scarab\we japonais,fr,
1224,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,escarabajo japonés,escarabajo japon\ws,es,
1225,POPIJA,,ncbi:7064,Popillia japonica,popillia,,it,
1226,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,scarabeo giapponese,scarabeo giapponese,it,
1227,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,japanbagge,japanbagge,sv,
1228,POPIJA,,ncbi:7064,Popillia japonica,japansk trädgårdsborre,,sv,
1229,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,mame-kogane,mame\S*\s?kogane,ja,
1230,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,マメコガネ,マメコガネ,ja,
1231,POPIJA,,ncbi:7064,Popillia japonica,Японский жук,,ru,
1232,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,japanbille,japanbille,da,
1233,POPIJA,PopilliaJaponica-PHT,ncbi:7064,Popillia japonica,japanbille,japanbille,no,
1234,TOXOCI,ToxopteraCitricida-PHT,ncbi:223852,Aphis citricidus,brown citrus aphid,brown citrus aphid,en,
1235,TOXOCI,ToxopteraCitricida-PHT,ncbi:223852,Aphis citricidus,oriental black citrus aphid,oriental black citrus aphid,en,
1236,TOXOCI,ToxopteraCitricida-PHT,ncbi:223852,Aphis citricidus,tropical citrus aphid,tropical citrus aphid,en,
1237,TOXOCI,,ncbi:223852,Aphis citricidus,braune Citrusblattlaus,,de,
1238,TOXOCI,,ncbi:223852,Aphis citricidus,braune Zitrusblattlaus,,de,
1239,TOXOCI,,ncbi:223852,Aphis citricidus,braune Zitruslaus,,de,
1240,TOXOCI,,ncbi:223852,Aphis citricidus,puceron brun des agrumes,,fr,
1241,TOXOCI,ToxopteraCitricida-PHT,ncbi:223852,Aphis citricidus,puceron toxoptère citricide,puceron toxoptère citricide,fr,
1242,TOXOCI,ToxopteraCitricida-PHT,ncbi:223852,Aphis citricidus,puceron tropical de l'oranger,puceron tropical de l'oranger,fr,
